team,venue_city,venue_country,distance_km
Moldova,Guadalajara,Mexico,11103.9
Moldova,Monterrey,Mexico,10459.1
Moldova,Atlanta,USA,8838.1
Moldova,Kansas City,USA,8921.1
Moldova,Toronto,Canada,7729.9
Moldova,Dallas,USA,9632.0
Moldova,Vancouver,Canada,8973.3
Moldova,Seattle,USA,9131.1
Moldova,Los Angeles,USA,10434.3
Moldova,San Francisco Bay Area,USA,10190.5
Moldova,Boston,USA,7376.4
Moldova,New York/New Jersey,USA,7643.9
Moldova,Philadelphia,USA,7781.1
Moldova,Houston,USA,9825.1
Moldova,Miami,USA,9244.0
Monaco,Mexico City,Mexico,9790.5
Monaco,Guadalajara,Mexico,9987.1
Monaco,Monterrey,Mexico,9357.5
Monaco,Atlanta,USA,7626.7
Monaco,Kansas City,USA,7933.7
Monaco,Toronto,Canada,6628.2
Monaco,Dallas,USA,8583.4
Monaco,Vancouver,Canada,8610.1
Monaco,Seattle,USA,8731.9
Monaco,Los Angeles,USA,9778.9
Monaco,San Francisco Bay Area,USA,9652.6
Monaco,Boston,USA,6154.1
Monaco,New York/New Jersey,USA,6428.0
Monaco,Philadelphia,USA,6560.9
Monaco,Houston,USA,8705.3
Monaco,Miami,USA,7870.6
Mongolia,Mexico City,Mexico,12104.0
Mongolia,Guadalajara,Mexico,11810.0
Mongolia,Monterrey,Mexico,11396.3
Mongolia,Atlanta,USA,10865.3
Mongolia,Kansas City,USA,10117.8
Mongolia,Toronto,Canada,9817.5
Mongolia,Dallas,USA,10733.7
Mongolia,Vancouver,Canada,8191.2
Mongolia,Seattle,USA,8380.2
Mongolia,Los Angeles,USA,9862.2
Mongolia,San Francisco Bay Area,USA,9367.0
Mongolia,Boston,USA,10006.0
Mongolia,New York/New Jersey,USA,10149.3
Mongolia,Philadelphia,USA,10249.1
Mongolia,Houston,USA,11104.5
Mongolia,Miami,USA,11770.8
Montenegro,Mexico City,Mexico,10699.2
Montenegro,Guadalajara,Mexico,10869.9
Montenegro,Monterrey,Mexico,10232.5
Montenegro,Atlanta,USA,8528.8
Montenegro,Kansas City,USA,8761.5
Montenegro,Toronto,Canada,7489.4
Montenegro,Dallas,USA,9436.8
Montenegro,Vancouver,Canada,9176.3
Montenegro,Seattle,USA,9316.2
Montenegro,Los Angeles,USA,10486.8
Montenegro,San Francisco Bay Area,USA,10308.2
Montenegro,Boston,USA,7053.0
Montenegro,New York/New Jersey,USA,7326.2
Montenegro,Philadelphia,USA,7461.1
Montenegro,Houston,USA,9583.2
Montenegro,Miami,USA,8816.6
Montserrat,Mexico City,Mexico,3908.3
Montserrat,Guadalajara,Mexico,4354.1
Montserrat,Monterrey,Mexico,4048.8
Montserrat,Atlanta,USA,2909.3
Montserrat,Kansas City,USA,3985.5
Montserrat,Toronto,Canada,3396.3
Montserrat,Dallas,USA,3918.0
Montserrat,Vancouver,Canada,6503.5
Montserrat,Seattle,USA,6411.5
Montserrat,Los Angeles,USA,5876.3
Montserrat,San Francisco Bay Area,USA,6232.2
Montserrat,Boston,USA,2942.3
Montserrat,New York/New Jersey,USA,2903.8
Montserrat,Philadelphia,USA,2858.0
Montserrat,Houston,USA,3665.3
Montserrat,Miami,USA,2123.4
Morocco,Mexico City,Mexico,9027.2
Morocco,Guadalajara,Mexico,9318.1
Morocco,Monterrey,Mexico,8738.8
Morocco,Atlanta,USA,6968.1
Morocco,Kansas City,USA,7532.5
Morocco,Toronto,Canada,6178.0
Morocco,Dallas,USA,8070.3
Morocco,Vancouver,Canada,8825.3
Morocco,Seattle,USA,8903.6
Morocco,Los Angeles,USA,9622.8
Morocco,San Francisco Bay Area,USA,9624.6
Morocco,Boston,USA,5579.3
Morocco,New York/New Jersey,USA,5841.4
Morocco,Philadelphia,USA,5958.7
Morocco,Houston,USA,8100.4
Morocco,Miami,USA,6978.8
Mozambique,Mexico City,Mexico,15034.1
Mozambique,Guadalajara,Mexico,15509.7
Mozambique,Monterrey,Mexico,15320.6
Mozambique,Atlanta,USA,13969.1
Mozambique,Kansas City,USA,14918.5
Mozambique,Toronto,Canada,13687.0
Mozambique,Dallas,USA,15125.7
Mozambique,Vancouver,Canada,16684.1
Mozambique,Seattle,USA,16761.7
Mozambique,Los Angeles,USA,17088.6
Mozambique,San Francisco Bay Area,USA,17305.0
Mozambique,Boston,USA,13004.4
Mozambique,New York/New Jersey,USA,13206.5
Mozambique,Philadelphia,USA,13278.8
Mozambique,Houston,USA,14927.1
Mozambique,Miami,USA,13382.1
Myanmar,Mexico City,Mexico,15364.7
Myanmar,Guadalajara,Mexico,15040.0
Myanmar,Monterrey,Mexico,14664.3
Myanmar,Atlanta,USA,14065.9
Myanmar,Kansas City,USA,13384.8
Myanmar,Toronto,Canada,12953.1
Myanmar,Dallas,USA,14011.3
Myanmar,Vancouver,Canada,11417.7
Myanmar,Seattle,USA,11601.2
Myanmar,Los Angeles,USA,13016.8
Myanmar,San Francisco Bay Area,USA,12512.8
Myanmar,Boston,USA,13018.2
Myanmar,New York/New Jersey,USA,13205.5
Myanmar,Philadelphia,USA,13321.6
Myanmar,Houston,USA,14381.4
Myanmar,Miami,USA,14918.0
Namibia,Mexico City,Mexico,13432.6
Namibia,Guadalajara,Mexico,13907.1
Namibia,Monterrey,Mexico,13704.9
Namibia,Atlanta,USA,12395.0
Namibia,Kansas City,USA,13382.6
Namibia,Toronto,Canada,12220.5
Namibia,Dallas,USA,13533.7
Namibia,Vancouver,Canada,15445.3
Namibia,Seattle,USA,15470.9
Namibia,Los Angeles,USA,15506.8
Namibia,San Francisco Bay Area,USA,15780.5
Namibia,Boston,USA,11534.6
Namibia,New York/New Jersey,USA,11715.4
Namibia,Philadelphia,USA,11775.2
Namibia,Houston,USA,13320.8
Namibia,Miami,USA,11774.1
Nepal,Mexico City,Mexico,14766.3
Nepal,Guadalajara,Mexico,14553.0
Nepal,Monterrey,Mexico,14050.7
Nepal,Atlanta,USA,13096.0
Nepal,Kansas City,USA,12592.7
Nepal,Toronto,Canada,11931.6
Nepal,Dallas,USA,13288.6
Nepal,Vancouver,Canada,11003.2
Nepal,Seattle,USA,11197.0
Nepal,Los Angeles,USA,12720.3
Nepal,San Francisco Bay Area,USA,12235.9
Nepal,Boston,USA,11890.8
Nepal,New York/New Jersey,USA,12105.6
Nepal,Philadelphia,USA,12231.5
Nepal,Houston,USA,13633.5
Nepal,Miami,USA,13851.7
Netherlands,Mexico City,Mexico,9228.2
Netherlands,Guadalajara,Mexico,9370.3
Netherlands,Monterrey,Mexico,8728.5
Netherlands,Atlanta,USA,7059.7
Netherlands,Kansas City,USA,7233.9
Netherlands,Toronto,Canada,5984.4
Netherlands,Dallas,USA,7920.2
Netherlands,Vancouver,Canada,7695.3
Netherlands,Seattle,USA,7825.9
Netherlands,Los Angeles,USA,8952.5
Netherlands,San Francisco Bay Area,USA,8788.5
Netherlands,Boston,USA,5588.6
Netherlands,New York/New Jersey,USA,5859.0
Netherlands,Philadelphia,USA,5995.6
Netherlands,Houston,USA,8083.8
Netherlands,Miami,USA,7432.4
New Caledonia,Mexico City,Mexico,11239.7
New Caledonia,Guadalajara,Mexico,10870.8
New Caledonia,Monterrey,Mexico,11369.7
New Caledonia,Atlanta,USA,13073.8
New Caledonia,Kansas City,USA,12299.0
New Caledonia,Toronto,Canada,13606.4
New Caledonia,Dallas,USA,11898.5
New Caledonia,Vancouver,Canada,10550.2
New Caledonia,Seattle,USA,10510.9
New Caledonia,Los Angeles,USA,10107.5
New Caledonia,San Francisco Bay Area,USA,9994.2
New Caledonia,Boston,USA,14274.7
New Caledonia,New York/New Jersey,USA,14046.2
New Caledonia,Philadelphia,USA,13953.7
New Caledonia,Houston,USA,11958.4
New Caledonia,Miami,USA,13307.2
New Zealand,Mexico City,Mexico,11093.0
New Zealand,Guadalajara,Mexico,10852.8
New Zealand,Monterrey,Mexico,11463.5
New Zealand,Atlanta,USA,13225.9
New Zealand,Kansas City,USA,12791.7
New Zealand,Toronto,Canada,14134.7
New Zealand,Dallas,USA,12192.7
New Zealand,Vancouver,Canada,11754.4
New Zealand,Seattle,USA,11659.0
New Zealand,Los Angeles,USA,10798.5
New Zealand,San Francisco Bay Area,USA,10852.1
New Zealand,Boston,USA,14674.3
New Zealand,New York/New Jersey,USA,14402.9
New Zealand,Philadelphia,USA,14275.8
New Zealand,Houston,USA,12114.0
New Zealand,Miami,USA,13078.1
Nicaragua,Mexico City,Mexico,1593.3
Nicaragua,Guadalajara,Mexico,2064.9
Nicaragua,Monterrey,Mexico,2102.0
Nicaragua,Atlanta,USA,2411.6
Nicaragua,Kansas City,USA,3101.3
Nicaragua,Toronto,Canada,3563.5
Nicaragua,Dallas,USA,2544.7
Nicaragua,Vancouver,Canada,5333.2
Nicaragua,Seattle,USA,5173.4
Nicaragua,Los Angeles,USA,4052.2
Nicaragua,San Francisco Bay Area,USA,4524.9
Nicaragua,Boston,USA,3633.7
Nicaragua,New York/New Jersey,USA,3403.6
Nicaragua,Philadelphia,USA,3273.8
Nicaragua,Houston,USA,2168.9
Nicaragua,Miami,USA,1661.3
Niger,Mexico City,Mexico,10658.1
Niger,Guadalajara,Mexico,11042.1
Niger,Monterrey,Mexico,10558.0
Niger,Atlanta,USA,8860.6
Niger,Kansas City,USA,9621.8
Niger,Toronto,Canada,8299.3
Niger,Dallas,USA,10035.6
Niger,Vancouver,Canada,11217.4
Niger,Seattle,USA,11279.3
Niger,Los Angeles,USA,11803.7
Niger,San Francisco Bay Area,USA,11887.8
Niger,Boston,USA,7640.2
Niger,New York/New Jersey,USA,7875.3
Niger,Philadelphia,USA,7971.5
Niger,Houston,USA,9974.6
Niger,Miami,USA,8603.0
Nigeria,Mexico City,Mexico,11387.1
Nigeria,Guadalajara,Mexico,11781.0
Nigeria,Monterrey,Mexico,11309.6
Nigeria,Atlanta,USA,9622.6
Nigeria,Kansas City,USA,10389.6
Nigeria,Toronto,Canada,9066.5
Nigeria,Dallas,USA,10799.5
Nigeria,Vancouver,Canada,11948.6
Nigeria,Seattle,USA,12017.2
Nigeria,Los Angeles,USA,12570.9
Nigeria,San Francisco Bay Area,USA,12649.7
Nigeria,Boston,USA,8408.0
Nigeria,New York/New Jersey,USA,8643.1
Nigeria,Philadelphia,USA,8739.0
Nigeria,Houston,USA,10732.7
Nigeria,Miami,USA,9343.1
Niue,Mexico City,Mexico,8816.5
Niue,Guadalajara,Mexico,8477.4
Niue,Monterrey,Mexico,9019.6
Niue,Atlanta,USA,10774.3
Niue,Kansas City,USA,10142.3
Niue,Toronto,Canada,11494.8
Niue,Dallas,USA,9637.3
Niue,Vancouver,Canada,8889.6
Niue,Seattle,USA,8797.6
Niue,Los Angeles,USA,8034.2
Niue,San Francisco Bay Area,USA,8036.1
Niue,Boston,USA,12112.7
Niue,New York/New Jersey,USA,11857.4
Niue,Philadelphia,USA,11746.4
Niue,Houston,USA,9640.5
Niue,Miami,USA,10891.0
North Korea,Mexico City,Mexico,12022.8
North Korea,Guadalajara,Mexico,11632.5
North Korea,Monterrey,Mexico,11378.5
North Korea,Atlanta,USA,11345.6
North Korea,Kansas City,USA,10414.0
North Korea,Toronto,Canada,10481.0
North Korea,Dallas,USA,10891.5
North Korea,Vancouver,Canada,8102.5
North Korea,Seattle,USA,8268.9
North Korea,Los Angeles,USA,9559.7
North Korea,San Francisco Bay Area,USA,9057.1
North Korea,Boston,USA,10832.0
North Korea,New York/New Jersey,USA,10911.5
North Korea,Philadelphia,USA,10983.8
North Korea,Houston,USA,11265.3
North Korea,Miami,USA,12299.9
North Macedonia,Mexico City,Mexico,10874.5
North Macedonia,Guadalajara,Mexico,11040.7
North Macedonia,Monterrey,Mexico,10402.2
North Macedonia,Atlanta,USA,8703.8
North Macedonia,Kansas City,USA,8923.8
North Macedonia,Toronto,Canada,7658.2
North Macedonia,Dallas,USA,9603.0
North Macedonia,Vancouver,Canada,9291.3
North Macedonia,Seattle,USA,9434.3
North Macedonia,Los Angeles,USA,10626.0
North Macedonia,San Francisco Bay Area,USA,10438.0
North Macedonia,Boston,USA,7228.0
North Macedonia,New York/New Jersey,USA,7501.0
North Macedonia,Philadelphia,USA,7636.1
North Macedonia,Houston,USA,9753.7
North Macedonia,Miami,USA,8998.6
Northern Ireland,Mexico City,Mexico,8471.8
Northern Ireland,Guadalajara,Mexico,8615.2
Northern Ireland,Monterrey,Mexico,7974.0
Northern Ireland,Atlanta,USA,6303.6
Northern Ireland,Kansas City,USA,6487.3
Northern Ireland,Toronto,Canada,5229.5
Northern Ireland,Dallas,USA,7168.5
Northern Ireland,Vancouver,Canada,7068.8
Northern Ireland,Seattle,USA,7188.7
Northern Ireland,Los Angeles,USA,8252.1
Northern Ireland,San Francisco Bay Area,USA,8112.5
Northern Ireland,Boston,USA,4833.2
Northern Ireland,New York/New Jersey,USA,5103.3
Northern Ireland,Philadelphia,USA,5240.0
Northern Ireland,Houston,USA,7328.5
Northern Ireland,Miami,USA,6689.0
Northern Mariana Islands,Mexico City,Mexico,11945.5
Northern Mariana Islands,Guadalajara,Mexico,11470.9
Northern Mariana Islands,Monterrey,Mexico,11552.2
Northern Mariana Islands,Atlanta,USA,12410.1
Northern Mariana Islands,Kansas City,USA,11333.9
Northern Mariana Islands,Toronto,Canada,12024.3
Northern Mariana Islands,Dallas,USA,11475.8
Northern Mariana Islands,Vancouver,Canada,8813.0
Northern Mariana Islands,Seattle,USA,8906.1
Northern Mariana Islands,Los Angeles,USA,9598.3
Northern Mariana Islands,San Francisco Bay Area,USA,9183.8
Northern Mariana Islands,Boston,USA,12600.6
Northern Mariana Islands,New York/New Jersey,USA,12555.5
Northern Mariana Islands,Philadelphia,USA,12567.1
Northern Mariana Islands,Houston,USA,11778.2
Northern Mariana Islands,Miami,USA,13254.8
Norway,Mexico City,Mexico,9209.1
Norway,Guadalajara,Mexico,9284.6
Norway,Monterrey,Mexico,8640.4
Norway,Atlanta,USA,7080.8
Norway,Kansas City,USA,7084.9
Norway,Toronto,Canada,5939.4
Norway,Dallas,USA,7805.0
Norway,Vancouver,Canada,7181.7
Norway,Seattle,USA,7330.0
Norway,Los Angeles,USA,8587.2
Norway,San Francisco Bay Area,USA,8362.0
Norway,Boston,USA,5651.4
Norway,New York/New Jersey,USA,5909.5
Norway,Philadelphia,USA,6046.5
Norway,Houston,USA,8017.5
Norway,Miami,USA,7586.1
Oman,Mexico City,Mexico,14667.3
Oman,Guadalajara,Mexico,14720.2
Oman,Monterrey,Mexico,14080.5
Oman,Atlanta,USA,12530.7
Oman,Kansas City,USA,12505.4
Oman,Toronto,Canada,11397.9
Oman,Dallas,USA,13238.0
Oman,Vancouver,Canada,11908.2
Oman,Seattle,USA,12096.5
Oman,Los Angeles,USA,13605.7
Oman,San Francisco Bay Area,USA,13230.0
Oman,Boston,USA,11078.1
Oman,New York/New Jersey,USA,11343.6
Oman,Philadelphia,USA,11481.0
Oman,Houston,USA,13469.9
Oman,Miami,USA,12944.4
Pakistan,Mexico City,Mexico,14063.4
Pakistan,Guadalajara,Mexico,13956.7
Pakistan,Monterrey,Mexico,13375.3
Pakistan,Atlanta,USA,12153.6
Pakistan,Kansas City,USA,11824.2
Pakistan,Toronto,Canada,10973.8
Pakistan,Dallas,USA,12554.6
Pakistan,Vancouver,Canada,10650.4
Pakistan,Seattle,USA,10845.6
Pakistan,Los Angeles,USA,12398.5
Pakistan,San Francisco Bay Area,USA,11956.8
Pakistan,Boston,USA,10835.2
Pakistan,New York/New Jersey,USA,11071.2
Pakistan,Philadelphia,USA,11203.6
Pakistan,Houston,USA,12863.1
Pakistan,Miami,USA,12806.6
Palau,Mexico City,Mexico,13438.2
Palau,Guadalajara,Mexico,12962.7
Palau,Monterrey,Mexico,13059.2
Palau,Atlanta,USA,13878.7
Palau,Kansas City,USA,12805.5
Palau,Toronto,Canada,13399.8
Palau,Dallas,USA,12976.4
Palau,Vancouver,Canada,10276.4
Palau,Seattle,USA,10378.8
Palau,Los Angeles,USA,11106.6
Palau,San Francisco Bay Area,USA,10690.5
Palau,Boston,USA,13928.2
Palau,New York/New Jersey,USA,13916.7
Palau,Philadelphia,USA,13943.9
Palau,Houston,USA,13283.5
Palau,Miami,USA,14745.9
Palestine,Mexico City,Mexico,12528.3
Palestine,Guadalajara,Mexico,12697.1
Palestine,Monterrey,Mexico,12058.2
Palestine,Atlanta,USA,10358.3
Palestine,Kansas City,USA,10569.4
Palestine,Toronto,Canada,9313.7
Palestine,Dallas,USA,11255.5
Palestine,Vancouver,Canada,10736.2
Palestine,Seattle,USA,10894.8
Palestine,Los Angeles,USA,12185.7
Palestine,San Francisco Bay Area,USA,11952.4
Palestine,Boston,USA,8882.5
Palestine,New York/New Jersey,USA,9155.7
Palestine,Philadelphia,USA,9290.5
Palestine,Houston,USA,11410.1
Palestine,Miami,USA,10623.8
Panama,Mexico City,Mexico,2403.5
Panama,Guadalajara,Mexico,2876.9
Panama,Monterrey,Mexico,2868.5
Panama,Atlanta,USA,2798.1
Panama,Kansas City,USA,3659.2
Panama,Toronto,Canada,3851.5
Panama,Dallas,USA,3199.5
Panama,Vancouver,Canada,6024.8
Panama,Seattle,USA,5875.3
Panama,Los Angeles,USA,4834.4
Panama,San Francisco Bay Area,USA,5296.2
Panama,Boston,USA,3767.7
Panama,New York/New Jersey,USA,3578.5
Panama,Philadelphia,USA,3463.5
Panama,Houston,USA,2833.5
Panama,Miami,USA,1887.6
Papua New Guinea,Mexico City,Mexico,12825.3
Papua New Guinea,Guadalajara,Mexico,12380.1
Papua New Guinea,Monterrey,Mexico,12715.6
Papua New Guinea,Atlanta,USA,14113.8
Papua New Guinea,Kansas City,USA,13103.0
Papua New Guinea,Toronto,Canada,14137.5
Papua New Guinea,Dallas,USA,12973.3
Papua New Guinea,Vancouver,Canada,10780.8
Papua New Guinea,Seattle,USA,10817.7
Papua New Guinea,Los Angeles,USA,11002.7
Papua New Guinea,San Francisco Bay Area,USA,10718.1
Papua New Guinea,Boston,USA,14800.4
Papua New Guinea,New York/New Jersey,USA,14672.4
Papua New Guinea,Philadelphia,USA,14638.5
Papua New Guinea,Houston,USA,13166.5
Papua New Guinea,Miami,USA,14701.9
Paraguay,Mexico City,Mexico,6689.1
Paraguay,Guadalajara,Mexico,7115.7
Paraguay,Monterrey,Mexico,7284.0
Paraguay,Atlanta,USA,7149.8
Paraguay,Kansas City,USA,8115.6
Paraguay,Toronto,Canada,7981.2
Paraguay,Dallas,USA,7689.3
Paraguay,Vancouver,Canada,10511.8
Paraguay,Seattle,USA,10358.0
Paraguay,Los Angeles,USA,9188.1
Paraguay,San Francisco Bay Area,USA,9679.5
Paraguay,Boston,USA,7623.4
Paraguay,New York/New Jersey,USA,7545.2
Paraguay,Philadelphia,USA,7474.4
Paraguay,Houston,USA,7321.8
Paraguay,Miami,USA,6194.8
Peru,Mexico City,Mexico,4245.2
Peru,Guadalajara,Mexico,4646.5
Peru,Monterrey,Mexico,4889.2
Peru,Atlanta,USA,5152.0
Peru,Kansas City,USA,5962.6
Peru,Toronto,Canada,6195.7
Peru,Dallas,USA,5417.3
Peru,Vancouver,Canada,8170.1
Peru,Seattle,USA,8000.7
Peru,Los Angeles,USA,6724.4
Peru,San Francisco Bay Area,USA,7223.8
Peru,Boston,USA,6048.2
Peru,New York/New Jersey,USA,5885.3
Peru,Philadelphia,USA,5779.1
Peru,Houston,USA,5041.0
Peru,Miami,USA,4239.8
Philippines,Mexico City,Mexico,14226.9
Philippines,Guadalajara,Mexico,13773.7
Philippines,Monterrey,Mexico,13693.0
Philippines,Atlanta,USA,14002.7
Philippines,Kansas City,USA,13004.4
Philippines,Toronto,Canada,13215.2
Philippines,Dallas,USA,13375.0
Philippines,Vancouver,Canada,10548.0
Philippines,Seattle,USA,10689.9
Philippines,Los Angeles,USA,11740.9
Philippines,San Francisco Bay Area,USA,11267.1
Philippines,Boston,USA,13587.1
Philippines,New York/New Jersey,USA,13660.3
Philippines,Philadelphia,USA,13728.0
Philippines,Houston,USA,13732.0
Philippines,Miami,USA,14953.9
Poland,Mexico City,Mexico,10193.3
Poland,Guadalajara,Mexico,10295.6
Poland,Monterrey,Mexico,9650.8
Poland,Atlanta,USA,8040.4
Poland,Kansas City,USA,8111.5
Poland,Toronto,Canada,6924.9
Poland,Dallas,USA,8822.7
Poland,Vancouver,Canada,8230.7
Poland,Seattle,USA,8382.4
Poland,Los Angeles,USA,9650.4
Poland,San Francisco Bay Area,USA,9422.7
Poland,Boston,USA,6584.5
Poland,New York/New Jersey,USA,6850.1
Poland,Philadelphia,USA,6987.5
Poland,Houston,USA,9018.1
Poland,Miami,USA,8472.9
Portugal,Mexico City,Mexico,8681.6
Portugal,Guadalajara,Mexico,8945.9
Portugal,Monterrey,Mexico,8349.2
Portugal,Atlanta,USA,6578.7
Portugal,Kansas City,USA,7082.0
Portugal,Toronto,Canada,5729.4
Portugal,Dallas,USA,7649.3
Portugal,Vancouver,Canada,8284.2
Portugal,Seattle,USA,8367.2
Portugal,Los Angeles,USA,9135.2
Portugal,San Francisco Bay Area,USA,9116.2
Portugal,Boston,USA,5156.3
Portugal,New York/New Jersey,USA,5423.8
Portugal,Philadelphia,USA,5546.2
Portugal,Houston,USA,7703.3
Portugal,Miami,USA,6664.1
Puerto Rico,Mexico City,Mexico,3472.6
Puerto Rico,Guadalajara,Mexico,3913.2
Puerto Rico,Monterrey,Mexico,3597.3
Puerto Rico,Atlanta,USA,2487.4
Puerto Rico,Kansas City,USA,3563.1
Puerto Rico,Toronto,Canada,3063.2
Puerto Rico,Dallas,USA,3470.9
Puerto Rico,Vancouver,Canada,6088.8
Puerto Rico,Seattle,USA,5991.2
Puerto Rico,Los Angeles,USA,5425.6
Puerto Rico,San Francisco Bay Area,USA,5785.7
Puerto Rico,Boston,USA,2671.9
Puerto Rico,New York/New Jersey,USA,2598.6
Puerto Rico,Philadelphia,USA,2537.0
Puerto Rico,Houston,USA,3213.9
Puerto Rico,Miami,USA,1674.7
Qatar,Mexico City,Mexico,14130.7
Qatar,Guadalajara,Mexico,14234.7
Qatar,Monterrey,Mexico,13590.0
Qatar,Atlanta,USA,11968.1
Qatar,Kansas City,USA,12037.7
Qatar,Toronto,Canada,10865.6
Qatar,Dallas,USA,12757.4
Qatar,Vancouver,Canada,11708.3
Qatar,Seattle,USA,11889.0
Qatar,Los Angeles,USA,13342.7
Qatar,San Francisco Bay Area,USA,13012.5
Qatar,Boston,USA,10499.9
Qatar,New York/New Jersey,USA,10769.6
Qatar,Philadelphia,USA,10906.5
Qatar,Houston,USA,12959.4
Qatar,Miami,USA,12317.3
Republic of Ireland,Mexico City,Mexico,8485.6
Republic of Ireland,Guadalajara,Mexico,8639.3
Republic of Ireland,Monterrey,Mexico,7999.8
Republic of Ireland,Atlanta,USA,6315.3
Republic of Ireland,Kansas City,USA,6526.5
Republic of Ireland,Toronto,Canada,5255.4
Republic of Ireland,Dallas,USA,7200.5
Republic of Ireland,Vancouver,Canada,7162.5
Republic of Ireland,Seattle,USA,7279.5
Republic of Ireland,Los Angeles,USA,8320.5
Republic of Ireland,San Francisco Bay Area,USA,8190.5
Republic of Ireland,Boston,USA,4841.9
Republic of Ireland,New York/New Jersey,USA,5113.3
Republic of Ireland,Philadelphia,USA,5249.5
Republic of Ireland,Houston,USA,7352.2
Republic of Ireland,Miami,USA,6677.7
Romania,Mexico City,Mexico,11015.7
Romania,Guadalajara,Mexico,11149.7
Romania,Monterrey,Mexico,10506.4
Romania,Atlanta,USA,8847.8
Romania,Kansas City,USA,8991.3
Romania,Toronto,Canada,7765.0
Romania,Dallas,USA,9689.8
Romania,Vancouver,Canada,9174.8
Romania,Seattle,USA,9326.9
Romania,Los Angeles,USA,10587.3
Romania,San Francisco Bay Area,USA,10365.8
Romania,Boston,USA,7376.7
Romania,New York/New Jersey,USA,7647.2
Romania,Philadelphia,USA,7783.8
Romania,Houston,USA,9864.7
Romania,Miami,USA,9204.1
Russia,Mexico City,Mexico,10733.6
Russia,Guadalajara,Mexico,10759.2
Russia,Monterrey,Mexico,10122.6
Russia,Atlanta,USA,8651.6
Russia,Kansas City,USA,8543.7
Russia,Toronto,Canada,7487.9
Russia,Dallas,USA,9278.7
Russia,Vancouver,Canada,8200.0
Russia,Seattle,USA,8372.1
Russia,Los Angeles,USA,9782.0
Russia,San Francisco Bay Area,USA,9477.1
Russia,Boston,USA,7253.6
Russia,New York/New Jersey,USA,7504.6
Russia,Philadelphia,USA,7640.5
Russia,Houston,USA,9524.5
Russia,Miami,USA,9206.6
Rwanda,Mexico City,Mexico,14167.2
Rwanda,Guadalajara,Mexico,14564.9
Rwanda,Monterrey,Mexico,14086.5
Rwanda,Atlanta,USA,12373.7
Rwanda,Kansas City,USA,13063.6
Rwanda,Toronto,Canada,11713.8
Rwanda,Dallas,USA,13536.7
Rwanda,Vancouver,Canada,14168.0
Rwanda,Seattle,USA,14286.9
Rwanda,Los Angeles,USA,15175.1
Rwanda,San Francisco Bay Area,USA,15145.2
Rwanda,Boston,USA,11085.5
Rwanda,New York/New Jersey,USA,11335.3
Rwanda,Philadelphia,USA,11441.3
Rwanda,Houston,USA,13496.3
Rwanda,Miami,USA,12127.1
Réunion,Mexico City,Mexico,17359.6
Réunion,Guadalajara,Mexico,17824.3
Réunion,Monterrey,Mexico,17480.1
Réunion,Atlanta,USA,15829.3
Réunion,Kansas City,USA,16511.1
Réunion,Toronto,Canada,15156.5
Réunion,Dallas,USA,17000.5
Réunion,Vancouver,Canada,16855.2
Réunion,Seattle,USA,17038.1
Réunion,Los Angeles,USA,18438.6
Réunion,San Francisco Bay Area,USA,18161.3
Réunion,Boston,USA,14544.4
Réunion,New York/New Jersey,USA,14797.7
Réunion,Philadelphia,USA,14905.5
Réunion,Houston,USA,16936.4
Réunion,Miami,USA,15479.7
Saint Helena,Mexico City,Mexico,10935.4
Saint Helena,Guadalajara,Mexico,11409.1
Saint Helena,Monterrey,Mexico,11208.5
Saint Helena,Atlanta,USA,9980.2
Saint Helena,Kansas City,USA,11011.5
Saint Helena,Toronto,Canada,9970.5
Saint Helena,Dallas,USA,11082.9
Saint Helena,Vancouver,Canada,13319.6
Saint Helena,Seattle,USA,13294.0
Saint Helena,Los Angeles,USA,13054.1
Saint Helena,San Francisco Bay Area,USA,13377.8
Saint Helena,Boston,USA,9297.0
Saint Helena,New York/New Jersey,USA,9440.3
Saint Helena,Philadelphia,USA,9479.6
Saint Helena,Houston,USA,10848.0
Saint Helena,Miami,USA,9302.0
Saint Kitts and Nevis,Mexico City,Mexico,3845.0
Saint Kitts and Nevis,Guadalajara,Mexico,4288.9
Saint Kitts and Nevis,Monterrey,Mexico,3977.9
Saint Kitts and Nevis,Atlanta,USA,2831.0
Saint Kitts and Nevis,Kansas City,USA,3907.2
Saint Kitts and Nevis,Toronto,Canada,3322.5
Saint Kitts and Nevis,Dallas,USA,3841.5
Saint Kitts and Nevis,Vancouver,Canada,6425.2
Saint Kitts and Nevis,Seattle,USA,6333.2
Saint Kitts and Nevis,Los Angeles,USA,5800.9
Saint Kitts and Nevis,San Francisco Bay Area,USA,6155.5
Saint Kitts and Nevis,Boston,USA,2874.2
Saint Kitts and Nevis,New York/New Jersey,USA,2832.3
Saint Kitts and Nevis,Philadelphia,USA,2785.0
Saint Kitts and Nevis,Houston,USA,3590.4
Saint Kitts and Nevis,Miami,USA,2047.5
Saint Lucia,Mexico City,Mexico,4099.4
Saint Lucia,Guadalajara,Mexico,4555.7
Saint Lucia,Monterrey,Mexico,4287.1
Saint Lucia,Atlanta,USA,3222.6
Saint Lucia,Kansas City,USA,4298.7
Saint Lucia,Toronto,Canada,3732.3
Saint Lucia,Dallas,USA,4202.1
Saint Lucia,Vancouver,Canada,6822.1
Saint Lucia,Seattle,USA,6726.6
