date,team,side,opponent,rest_days
1986-01-22,Spain,home,Russia,35
1986-01-22,Russia,away,Spain,84
1986-02-19,Spain,home,Belgium,28
1986-02-19,Belgium,away,Spain,91
1986-02-26,France,home,Northern Ireland,112
1986-02-26,Northern Ireland,away,France,105
1986-03-26,France,home,Argentina,28
1986-03-26,Argentina,away,France,129
1986-03-26,Spain,home,Poland,35
1986-03-26,Poland,away,Spain,38
1986-06-01,Canada,home,France,8
1986-06-01,France,away,Canada,67
1986-06-01,Spain,home,Brazil,67
1986-06-01,Brazil,away,Spain,25
1986-06-05,France,home,Russia,4
1986-06-05,Russia,away,France,3
1986-06-07,Northern Ireland,home,Spain,4
1986-06-07,Spain,away,Northern Ireland,6
1986-06-09,Hungary,home,France,3
1986-06-09,France,away,Hungary,4
1986-06-12,Algeria,home,Spain,6
1986-06-12,Spain,away,Algeria,5
1986-06-17,Italy,home,France,7
1986-06-17,France,away,Italy,8
1986-06-18,Denmark,home,Spain,5
1986-06-18,Spain,away,Denmark,6
1986-06-21,Brazil,home,France,5
1986-06-21,France,away,Brazil,4
1986-06-22,Spain,home,Belgium,4
1986-06-22,Belgium,away,Spain,7
1986-06-25,France,home,Germany,4
1986-06-25,Germany,away,France,4
1986-06-28,France,home,Belgium,3
1986-06-28,Belgium,away,France,3
1986-08-19,Switzerland,home,France,105
1986-08-19,France,away,Switzerland,52
1986-09-10,Iceland,home,France,104
1986-09-10,France,away,Iceland,22
1986-09-24,Spain,home,Greece,94
1986-09-24,Greece,away,Spain,146
1986-10-11,France,home,Russia,31
1986-10-11,Russia,away,France,17
1986-10-15,Germany,home,Spain,21
1986-10-15,Spain,away,Germany,21
1986-11-12,Spain,home,Romania,28
1986-11-12,Romania,away,Spain,35
1986-11-19,German DR,home,France,21
1986-11-19,France,away,German DR,39
1986-12-03,Albania,home,Spain,49
1986-12-03,Spain,away,Albania,21
1987-01-21,Spain,home,Netherlands,49
1987-01-21,Netherlands,away,Spain,31
1987-02-18,Spain,home,England,28
1987-02-18,England,away,Spain,98
1987-04-01,Austria,home,Spain,7
1987-04-01,Spain,away,Austria,42
1987-04-29,France,home,Iceland,161
1987-04-29,Iceland,away,France,60
1987-04-29,Romania,home,Spain,21
1987-04-29,Spain,away,Romania,28
1987-06-16,Norway,home,France,13
1987-06-16,France,away,Norway,48
1987-08-12,Germany,home,France,116
1987-08-12,France,away,Germany,57
1987-09-09,Russia,home,France,11
1987-09-09,France,away,Russia,28
1987-09-23,Spain,home,Luxembourg,147
1987-09-23,Luxembourg,away,Spain,14
1987-10-14,France,home,Norway,35
1987-10-14,Norway,away,France,21
1987-10-14,Spain,home,Austria,21
1987-10-14,Austria,away,Spain,57
1987-11-18,France,home,German DR,35
1987-11-18,German DR,away,France,21
1987-11-18,Spain,home,Albania,35
1987-11-18,Albania,away,Spain,21
1988-01-27,Israel,home,France,8
1988-01-27,France,away,Israel,70
1988-01-27,Spain,home,German DR,70
1988-01-27,German DR,away,Spain,12
1988-02-02,France,home,Switzerland,6
1988-02-02,Switzerland,away,France,48
1988-02-05,France,home,Morocco,3
1988-02-05,Morocco,away,France,3
1988-02-24,Spain,home,Czechoslovakia,28
1988-02-24,Czechoslovakia,away,Spain,40
1988-03-23,France,home,Spain,47
1988-03-23,Spain,away,France,28
1988-04-27,Northern Ireland,home,France,35
1988-04-27,France,away,Northern Ireland,35
1988-04-27,Spain,home,Scotland,35
1988-04-27,Scotland,away,Spain,36
1988-06-01,Spain,home,Sweden,35
1988-06-01,Sweden,away,Spain,35
1988-06-05,Switzerland,home,Spain,8
1988-06-05,Spain,away,Switzerland,4
1988-06-11,Denmark,home,Spain,6
1988-06-11,Spain,away,Denmark,6
1988-06-14,Italy,home,Spain,4
1988-06-14,Spain,away,Italy,3
1988-06-17,Germany,home,Spain,3
1988-06-17,Spain,away,Germany,3
1988-08-24,France,home,Czechoslovakia,119
1988-08-24,Czechoslovakia,away,France,84
1988-09-14,Spain,home,Yugoslavia,89
1988-09-14,Yugoslavia,away,Spain,21
1988-09-28,France,home,Norway,35
1988-09-28,Norway,away,France,14
1988-10-12,Spain,home,Argentina,28
1988-10-12,Argentina,away,Spain,88
1988-10-22,Cyprus,home,France,10
1988-10-22,France,away,Cyprus,24
1988-11-16,Spain,home,Republic of Ireland,35
1988-11-16,Republic of Ireland,away,Spain,28
1988-11-19,Yugoslavia,home,France,31
1988-11-19,France,away,Yugoslavia,28
1988-12-21,Spain,home,Northern Ireland,35
1988-12-21,Northern Ireland,away,Spain,63
1989-01-22,Malta,home,Spain,11
1989-01-22,Spain,away,Malta,32
1989-02-07,Republic of Ireland,home,France,83
1989-02-07,France,away,Republic of Ireland,80
1989-02-08,Northern Ireland,home,Spain,49
1989-02-08,Spain,away,Northern Ireland,17
1989-03-08,Scotland,home,France,28
1989-03-08,France,away,Scotland,29
1989-03-23,Spain,home,Malta,43
1989-03-23,Malta,away,Spain,39
1989-04-26,Republic of Ireland,home,Spain,49
1989-04-26,Spain,away,Republic of Ireland,34
1989-04-29,France,home,Yugoslavia,52
1989-04-29,Yugoslavia,away,France,24
1989-08-16,Sweden,home,France,61
1989-08-16,France,away,Sweden,109
1989-09-05,Norway,home,France,13
1989-09-05,France,away,Norway,20
1989-09-20,Spain,home,Poland,147
1989-09-20,Poland,away,Spain,15
1989-10-11,France,home,Scotland,36
1989-10-11,Scotland,away,France,35
1989-10-11,Hungary,home,Spain,35
1989-10-11,Spain,away,Hungary,21
1989-11-15,Spain,home,Hungary,35
1989-11-15,Hungary,away,Spain,21
1989-11-18,France,home,Cyprus,38
1989-11-18,Cyprus,away,France,21
1989-12-13,Spain,home,Switzerland,28
1989-12-13,Switzerland,away,Spain,28
1990-01-21,Kuwait,home,France,70
1990-01-21,France,away,Kuwait,64
1990-01-24,France,home,German DR,3
1990-01-24,German DR,away,France,70
1990-02-21,Spain,home,Czechoslovakia,70
1990-02-21,Czechoslovakia,away,Spain,98
1990-02-28,France,home,Germany,35
1990-02-28,Germany,away,France,105
1990-03-28,Hungary,home,France,8
1990-03-28,France,away,Hungary,28
1990-03-28,Spain,home,Austria,35
1990-03-28,Austria,away,Spain,28
1990-05-26,Yugoslavia,home,Spain,59
1990-05-26,Spain,away,Yugoslavia,59
1990-06-13,Uruguay,home,Spain,22
1990-06-13,Spain,away,Uruguay,18
1990-06-17,South Korea,home,Spain,5
1990-06-17,Spain,away,South Korea,4
1990-06-21,Belgium,home,Spain,4
1990-06-21,Spain,away,Belgium,4
1990-06-26,Spain,home,Yugoslavia,5
1990-06-26,Yugoslavia,away,Spain,7
1990-08-15,France,home,Poland,140
1990-08-15,Poland,away,France,70
1990-09-05,Iceland,home,France,28
1990-09-05,France,away,Iceland,21
1990-09-12,Spain,home,Brazil,78
1990-09-12,Brazil,away,Spain,80
1990-10-10,Spain,home,Iceland,28
1990-10-10,Iceland,away,Spain,14
1990-10-13,France,home,Czechoslovakia,38
1990-10-13,Czechoslovakia,away,France,17
1990-11-14,Czechoslovakia,home,Spain,32
1990-11-14,Spain,away,Czechoslovakia,35
1990-11-17,Albania,home,France,73
1990-11-17,France,away,Albania,35
1990-12-19,Spain,home,Albania,35
1990-12-19,Albania,away,Spain,32
1991-01-16,Spain,home,Portugal,28
1991-01-16,Portugal,away,Spain,28
1991-02-20,France,home,Spain,95
1991-02-20,Spain,away,France,35
1991-03-27,Spain,home,Hungary,35
1991-03-27,Hungary,away,Spain,36
1991-03-30,France,home,Albania,38
1991-03-30,Albania,away,France,101
1991-04-17,Spain,home,Romania,21
1991-04-17,Romania,away,Spain,14
1991-08-14,Poland,home,France,77
1991-08-14,France,away,Poland,137
1991-09-04,Czechoslovakia,home,France,14
1991-09-04,France,away,Czechoslovakia,21
1991-09-04,Spain,home,Uruguay,140
1991-09-04,Uruguay,away,Spain,51
1991-09-25,Iceland,home,Spain,21
1991-09-25,Spain,away,Iceland,21
1991-10-12,Spain,home,France,17
1991-10-12,France,away,Spain,38
1991-11-13,Spain,home,Czechoslovakia,32
1991-11-13,Czechoslovakia,away,Spain,28
1991-11-20,France,home,Iceland,39
1991-11-20,Iceland,away,France,35
1992-01-15,Portugal,home,Spain,56
1992-01-15,Spain,away,Portugal,63
1992-02-19,England,home,France,98
1992-02-19,France,away,England,91
1992-02-19,Spain,home,Russia,35
1992-02-19,Russia,away,Spain,7
1992-03-11,Spain,home,United States,21
1992-03-11,United States,away,Spain,14
1992-03-25,France,home,Belgium,35
1992-03-25,Belgium,away,France,28
1992-04-22,Spain,home,Albania,42
1992-04-22,Albania,away,Spain,84
1992-05-27,Switzerland,home,France,29
1992-05-27,France,away,Switzerland,63
1992-06-05,France,home,Netherlands,9
1992-06-05,Netherlands,away,France,6
1992-06-10,Sweden,home,France,14
1992-06-10,France,away,Sweden,5
1992-06-14,France,home,England,4
1992-06-14,England,away,France,3
1992-06-17,France,home,Denmark,3
1992-06-17,Denmark,away,France,3
1992-08-26,France,home,Brazil,70
1992-08-26,Brazil,away,France,24
1992-09-09,Bulgaria,home,France,14
1992-09-09,France,away,Bulgaria,14
1992-09-09,Spain,home,England,140
1992-09-09,England,away,Spain,84
1992-09-23,Latvia,home,Spain,14
1992-09-23,Spain,away,Latvia,14
1992-10-14,France,home,Austria,35
1992-10-14,Austria,away,France,42
1992-10-14,Northern Ireland,home,Spain,35
1992-10-14,Spain,away,Northern Ireland,21
1992-11-14,France,home,Finland,31
1992-11-14,Finland,away,France,7
1992-11-18,Spain,home,Republic of Ireland,35
1992-11-18,Republic of Ireland,away,Spain,35
1992-12-16,Spain,home,Latvia,28
1992-12-16,Latvia,away,Spain,28
1993-01-27,Spain,home,Mexico,42
1993-01-27,Mexico,away,Spain,7
1993-02-17,Israel,home,France,14
1993-02-17,France,away,Israel,95
1993-02-24,Spain,home,Lithuania,28
1993-02-24,Lithuania,away,Spain,3
1993-03-27,Austria,home,France,17
1993-03-27,France,away,Austria,38
1993-03-31,Denmark,home,Spain,35
1993-03-31,Spain,away,Denmark,35
1993-04-28,France,home,Sweden,32
1993-04-28,Sweden,away,France,13
1993-04-28,Spain,home,Northern Ireland,28
1993-04-28,Northern Ireland,away,Spain,28
1993-06-02,Lithuania,home,Spain,8
1993-06-02,Spain,away,Lithuania,35
1993-07-28,France,home,Russia,91
1993-07-28,Russia,away,France,56
1993-08-22,Sweden,home,France,11
1993-08-22,France,away,Sweden,25
1993-09-08,Finland,home,France,14
1993-09-08,France,away,Finland,17
1993-09-08,Spain,home,Chile,98
1993-09-08,Chile,away,Spain,76
1993-09-22,Albania,home,Spain,14
1993-09-22,Spain,away,Albania,14
1993-10-13,France,home,Israel,35
1993-10-13,Israel,away,France,8
1993-10-13,Republic of Ireland,home,Spain,35
1993-10-13,Spain,away,Republic of Ireland,21
1993-11-17,France,home,Bulgaria,35
1993-11-17,Bulgaria,away,France,35
1993-11-17,Spain,home,Denmark,35
1993-11-17,Denmark,away,Spain,35
1994-01-19,Spain,home,Portugal,63
1994-01-19,Portugal,away,Spain,63
1994-02-09,Spain,home,Poland,21
1994-02-09,Poland,away,Spain,84
1994-02-16,Italy,home,France,91
1994-02-16,France,away,Italy,91
1994-03-22,France,home,Chile,34
1994-03-22,Chile,away,France,195
1994-03-23,Spain,home,Croatia,42
1994-03-23,Croatia,away,Spain,271
1994-05-26,Australia,home,France,4
1994-05-26,France,away,Australia,65
1994-05-29,Japan,home,France,7
1994-05-29,France,away,Japan,3
1994-06-02,Finland,home,Spain,6
1994-06-02,Spain,away,Finland,71
1994-06-10,Canada,home,Spain,2
1994-06-10,Spain,away,Canada,8
1994-06-17,Spain,home,South Korea,7
1994-06-17,South Korea,away,Spain,6
1994-06-21,Germany,home,Spain,4
1994-06-21,Spain,away,Germany,4
1994-06-27,Bolivia,home,Spain,4
1994-06-27,Spain,away,Bolivia,6
1994-07-02,Spain,home,Switzerland,5
1994-07-02,Switzerland,away,Spain,6
1994-07-09,Italy,home,Spain,4
1994-07-09,Spain,away,Italy,7
1994-08-17,France,home,Czech Republic,80
1994-08-17,Czech Republic,away,France,73
1994-09-07,Cyprus,home,Spain,133
1994-09-07,Spain,away,Cyprus,60
1994-09-07,Slovakia,home,France,22
1994-09-07,France,away,Slovakia,21
1994-10-08,France,home,Romania,31
1994-10-08,Romania,away,France,31
1994-10-12,North Macedonia,home,Spain,35
1994-10-12,Spain,away,North Macedonia,35
1994-11-16,Poland,home,France,35
1994-11-16,France,away,Poland,39
1994-11-16,Spain,home,Denmark,35
1994-11-16,Denmark,away,Spain,35
1994-11-30,Spain,home,Finland,14
1994-11-30,Finland,away,Spain,14
1994-12-13,Azerbaijan,home,France,27
1994-12-13,France,away,Azerbaijan,27
1994-12-17,Belgium,home,Spain,31
1994-12-17,Spain,away,Belgium,17
1995-01-18,Netherlands,home,France,35
1995-01-18,France,away,Netherlands,36
1995-01-18,Spain,home,Uruguay,32
1995-01-18,Uruguay,away,Spain,91
1995-02-22,Spain,home,Germany,35
1995-02-22,Germany,away,Spain,66
1995-03-29,Israel,home,France,21
1995-03-29,France,away,Israel,70
1995-03-29,Spain,home,Belgium,35
1995-03-29,Belgium,away,Spain,102
1995-04-26,Armenia,home,Spain,161
1995-04-26,Spain,away,Armenia,28
1995-04-26,France,home,Slovakia,28
1995-04-26,Slovakia,away,France,28
1995-06-07,Spain,home,Armenia,42
1995-06-07,Armenia,away,Spain,28
1995-07-22,Norway,home,France,45
1995-07-22,France,away,Norway,87
1995-08-16,France,home,Poland,25
1995-08-16,Poland,away,France,48
1995-09-06,France,home,Azerbaijan,21
1995-09-06,Azerbaijan,away,France,21
1995-09-06,Spain,home,Cyprus,91
1995-09-06,Cyprus,away,Spain,91
1995-09-20,Spain,home,Argentina,14
1995-09-20,Argentina,away,Spain,65
1995-10-11,Denmark,home,Spain,35
1995-10-11,Spain,away,Denmark,21
1995-10-11,Romania,home,France,35
1995-10-11,France,away,Romania,35
1995-11-15,France,home,Israel,35
1995-11-15,Israel,away,France,35
1995-11-15,Spain,home,North Macedonia,35
1995-11-15,North Macedonia,away,Spain,35
1996-02-07,Spain,home,Norway,84
1996-02-07,Norway,away,Spain,70
1996-02-21,France,home,Greece,98
1996-02-21,Greece,away,France,28
1996-03-27,Belgium,home,France,133
1996-03-27,France,away,Belgium,35
1996-04-24,Norway,home,Spain,28
1996-04-24,Spain,away,Norway,77
1996-05-29,France,home,Finland,63
1996-05-29,Finland,away,France,74
1996-06-01,Germany,home,France,3
1996-06-01,France,away,Germany,3
1996-06-05,France,home,Armenia,4
1996-06-05,Armenia,away,France,140
1996-06-09,Spain,home,Bulgaria,46
1996-06-09,Bulgaria,away,Spain,7
1996-06-10,Romania,home,France,9
1996-06-10,France,away,Romania,5
1996-06-15,France,home,Spain,5
1996-06-15,Spain,away,France,6
1996-06-18,France,home,Bulgaria,3
1996-06-18,Bulgaria,away,France,5
1996-06-18,Romania,home,Spain,5
1996-06-18,Spain,away,Romania,3
1996-06-22,England,home,Spain,4
1996-06-22,Spain,away,England,4
1996-06-22,France,home,Netherlands,4
1996-06-22,Netherlands,away,France,4
1996-06-26,France,home,Czech Republic,4
1996-06-26,Czech Republic,away,France,3
1996-08-31,France,home,Mexico,66
1996-08-31,Mexico,away,France,76
1996-09-04,Faroe Islands,home,Spain,4
1996-09-04,Spain,away,Faroe Islands,74
1996-10-09,Czech Republic,home,Spain,21
1996-10-09,Spain,away,Czech Republic,35
1996-10-09,France,home,Turkey,39
1996-10-09,Turkey,away,France,39
1996-11-09,Denmark,home,France,31
1996-11-09,France,away,Denmark,31
1996-11-13,Spain,home,Slovakia,35
1996-11-13,Slovakia,away,Spain,21
1996-12-14,Spain,home,Serbia,31
1996-12-14,Serbia,away,Spain,34
1996-12-18,Malta,home,Spain,21
1996-12-18,Spain,away,Malta,4
1997-01-22,Portugal,home,France,39
1997-01-22,France,away,Portugal,74
1997-02-12,Spain,home,Malta,56
1997-02-12,Malta,away,Spain,56
1997-02-26,France,home,Netherlands,35
1997-02-26,Netherlands,away,France,74
1997-04-02,France,home,Sweden,35
1997-04-02,Sweden,away,France,21
1997-04-30,Serbia,home,Spain,28
1997-04-30,Spain,away,Serbia,77
1997-06-03,France,home,Brazil,62
1997-06-03,Brazil,away,France,4
1997-06-07,France,home,England,4
1997-06-07,England,away,France,3
1997-06-08,Spain,home,Czech Republic,39
1997-06-08,Czech Republic,away,Spain,67
1997-06-11,France,home,Italy,4
1997-06-11,Italy,away,France,3
1997-09-24,Slovakia,home,Spain,14
1997-09-24,Spain,away,Slovakia,108
1997-10-11,France,home,South Africa,122
1997-10-11,South Africa,away,France,56
1997-10-11,Spain,home,Faroe Islands,17
1997-10-11,Faroe Islands,away,Spain,35
1997-11-12,France,home,Scotland,32
1997-11-12,Scotland,away,France,32
1997-11-19,Spain,home,Romania,39
1997-11-19,Romania,away,Spain,39
1998-01-28,France,home,Spain,77
1998-01-28,Spain,away,France,70
1998-02-25,France,home,Norway,28
1998-02-25,Norway,away,France,140
1998-03-25,Russia,home,France,35
1998-03-25,France,away,Russia,28
1998-03-25,Spain,home,Sweden,56
1998-03-25,Sweden,away,Spain,55
1998-04-22,Sweden,home,France,28
1998-04-22,France,away,Sweden,28
1998-05-27,Belgium,home,France,35
1998-05-27,France,away,Belgium,35
1998-05-29,Morocco,home,France,2
1998-05-29,France,away,Morocco,2
1998-06-03,Spain,home,Northern Ireland,70
1998-06-03,Northern Ireland,away,Spain,42
1998-06-05,Finland,home,France,9
1998-06-05,France,away,Finland,7
1998-06-12,France,home,South Africa,7
1998-06-12,South Africa,away,France,6
1998-06-13,Spain,home,Nigeria,10
1998-06-13,Nigeria,away,Spain,8
1998-06-18,France,home,Saudi Arabia,6
1998-06-18,Saudi Arabia,away,France,6
1998-06-19,Spain,home,Paraguay,6
1998-06-19,Paraguay,away,Spain,7
1998-06-24,France,home,Denmark,6
1998-06-24,Denmark,away,France,6
1998-06-24,Spain,home,Bulgaria,5
1998-06-24,Bulgaria,away,Spain,5
1998-06-28,France,home,Paraguay,4
1998-06-28,Paraguay,away,France,4
1998-07-03,France,home,Italy,5
1998-07-03,Italy,away,France,6
1998-07-08,France,home,Croatia,5
1998-07-08,Croatia,away,France,4
1998-07-12,France,home,Brazil,4
1998-07-12,Brazil,away,France,5
1998-08-19,Austria,home,France,57
1998-08-19,France,away,Austria,38
1998-09-05,Cyprus,home,Spain,17
1998-09-05,Spain,away,Cyprus,73
1998-09-05,Iceland,home,France,17
1998-09-05,France,away,Iceland,17
1998-09-23,Spain,home,Russia,18
1998-09-23,Russia,away,Spain,18
1998-10-10,Russia,home,France,17
1998-10-10,France,away,Russia,35
1998-10-14,France,home,Andorra,4
1998-10-14,Andorra,away,France,4
1998-10-14,Israel,home,Spain,4
1998-10-14,Spain,away,Israel,21
1998-11-18,Italy,home,Spain,39
1998-11-18,Spain,away,Italy,35
1999-01-20,France,home,Morocco,98
1999-01-20,Morocco,away,France,140
1999-02-10,England,home,France,84
1999-02-10,France,away,England,21
1999-03-27,France,home,Ukraine,45
1999-03-27,Ukraine,away,France,7
1999-03-27,Spain,home,Austria,129
1999-03-27,Austria,away,Spain,17
1999-03-31,France,home,Armenia,4
1999-03-31,Armenia,away,France,4
1999-03-31,San Marino,home,Spain,49
1999-03-31,Spain,away,San Marino,4
1999-05-05,Spain,home,Croatia,35
1999-05-05,Croatia,away,Spain,7
1999-06-05,France,home,Russia,66
1999-06-05,Russia,away,France,17
1999-06-05,Spain,home,San Marino,31
1999-06-05,San Marino,away,Spain,38
1999-06-09,Andorra,home,France,4
1999-06-09,France,away,Andorra,4
1999-08-18,Northern Ireland,home,France,81
1999-08-18,France,away,Northern Ireland,70
1999-08-18,Poland,home,Spain,60
1999-08-18,Spain,away,Poland,74
1999-09-04,Austria,home,Spain,17
1999-09-04,Spain,away,Austria,17
1999-09-04,Ukraine,home,France,17
1999-09-04,France,away,Ukraine,17
1999-09-08,Armenia,home,France,4
1999-09-08,France,away,Armenia,4
1999-09-08,Spain,home,Cyprus,4
1999-09-08,Cyprus,away,Spain,3
1999-10-09,France,home,Iceland,31
1999-10-09,Iceland,away,France,31
1999-10-10,Spain,home,Israel,32
1999-10-10,Israel,away,Spain,32
1999-11-13,France,home,Croatia,35
1999-11-13,Croatia,away,France,35
1999-11-13,Spain,home,Brazil,34
1999-11-13,Brazil,away,Spain,35
1999-11-17,Spain,home,Argentina,4
1999-11-17,Argentina,away,Spain,35
2000-01-26,Spain,home,Poland,70
2000-01-26,Poland,away,Spain,109
2000-02-23,Croatia,home,Spain,102
2000-02-23,Spain,away,Croatia,28
2000-02-23,France,home,Poland,102
2000-02-23,Poland,away,France,28
2000-03-29,Scotland,home,France,133
2000-03-29,France,away,Scotland,35
2000-03-29,Spain,home,Italy,35
2000-03-29,Italy,away,Spain,35
2000-04-26,France,home,Slovenia,28
2000-04-26,Slovenia,away,France,63
2000-05-28,Croatia,home,France,32
2000-05-28,France,away,Croatia,32
2000-06-03,Sweden,home,Spain,38
2000-06-03,Spain,away,Sweden,66
2000-06-04,France,home,Japan,7
2000-06-04,Japan,away,France,39
2000-06-06,Morocco,home,France,2
2000-06-06,France,away,Morocco,2
2000-06-07,Luxembourg,home,Spain,42
2000-06-07,Spain,away,Luxembourg,4
2000-06-11,France,home,Denmark,5
2000-06-11,Denmark,away,France,8
2000-06-13,Spain,home,Norway,6
2000-06-13,Norway,away,Spain,10
2000-06-16,Czech Republic,home,France,5
2000-06-16,France,away,Czech Republic,5
2000-06-18,Slovenia,home,Spain,5
2000-06-18,Spain,away,Slovenia,5
2000-06-21,Netherlands,home,France,5
2000-06-21,France,away,Netherlands,5
2000-06-21,Serbia,home,Spain,3
2000-06-21,Spain,away,Serbia,3
2000-06-25,Spain,home,France,4
2000-06-25,France,away,Spain,4
2000-06-28,France,home,Portugal,3
2000-06-28,Portugal,away,France,4
2000-07-02,France,home,Italy,4
2000-07-02,Italy,away,France,3
2000-08-16,Germany,home,Spain,57
2000-08-16,Spain,away,Germany,52
2000-09-02,Bosnia and Herzegovina,home,Spain,17
2000-09-02,Spain,away,Bosnia and Herzegovina,17
2000-09-02,France,home,England,62
2000-09-02,England,away,France,74
2000-10-04,France,home,Cameroon,32
2000-10-04,Cameroon,away,France,87
2000-10-07,South Africa,home,France,34
2000-10-07,France,away,South Africa,3
2000-10-07,Spain,home,Israel,35
2000-10-07,Israel,away,Spain,34
2000-10-11,Austria,home,Spain,4
2000-10-11,Spain,away,Austria,4
2000-11-15,Spain,home,Netherlands,35
2000-11-15,Netherlands,away,Spain,35
2000-11-15,Turkey,home,France,35
2000-11-15,France,away,Turkey,39
2001-02-27,France,home,Germany,104
2001-02-27,Germany,away,France,104
2001-02-28,England,home,Spain,105
2001-02-28,Spain,away,England,105
2001-03-24,France,home,Japan,25
2001-03-24,Japan,away,France,60
2001-03-24,Spain,home,Liechtenstein,24
2001-03-24,Liechtenstein,away,Spain,24
2001-03-28,Spain,home,France,4
2001-03-28,France,away,Spain,4
2001-04-25,France,home,Portugal,28
2001-04-25,Portugal,away,France,28
2001-04-25,Spain,home,Japan,28
2001-04-25,Japan,away,Spain,32
2001-05-30,South Korea,home,France,5
2001-05-30,France,away,South Korea,35
2001-06-01,Australia,home,France,2
2001-06-01,France,away,Australia,2
2001-06-02,Spain,home,Bosnia and Herzegovina,38
2001-06-02,Bosnia and Herzegovina,away,Spain,66
2001-06-03,France,home,Mexico,2
2001-06-03,Mexico,away,France,2
2001-06-06,Israel,home,Spain,4
2001-06-06,Spain,away,Israel,4
2001-06-07,France,home,Brazil,4
2001-06-07,Brazil,away,France,3
2001-06-10,Japan,home,France,3
2001-06-10,France,away,Japan,3
2001-08-15,France,home,Denmark,66
2001-08-15,Denmark,away,France,70
2001-09-01,Chile,home,France,18
2001-09-01,France,away,Chile,17
2001-09-01,Spain,home,Austria,87
2001-09-01,Austria,away,Spain,17
2001-09-05,Liechtenstein,home,Spain,95
2001-09-05,Spain,away,Liechtenstein,4
2001-10-06,France,home,Algeria,35
2001-10-06,Algeria,away,France,77
2001-11-11,Australia,home,France,88
2001-11-11,France,away,Australia,36
2001-11-14,Spain,home,Mexico,70
2001-11-14,Mexico,away,Spain,3
2002-02-13,France,home,Romania,94
2002-02-13,Romania,away,France,91
2002-02-13,Spain,home,Portugal,91
2002-02-13,Portugal,away,Spain,91
2002-03-27,France,home,Scotland,42
2002-03-27,Scotland,away,France,172
2002-03-27,Netherlands,home,Spain,42
2002-03-27,Spain,away,Netherlands,42
2002-04-17,France,home,Russia,21
2002-04-17,Russia,away,France,21
2002-04-17,Northern Ireland,home,Spain,21
2002-04-17,Spain,away,Northern Ireland,21
2002-05-18,France,home,Belgium,31
2002-05-18,Belgium,away,France,4
2002-05-26,South Korea,home,France,5
2002-05-26,France,away,South Korea,8
2002-05-31,France,home,Senegal,5
2002-05-31,Senegal,away,France,8
2002-06-02,Spain,home,Slovenia,46
2002-06-02,Slovenia,away,Spain,16
2002-06-06,France,home,Uruguay,6
2002-06-06,Uruguay,away,France,5
2002-06-07,Spain,home,Paraguay,5
2002-06-07,Paraguay,away,Spain,5
2002-06-11,Denmark,home,France,5
2002-06-11,France,away,Denmark,5
2002-06-12,South Africa,home,Spain,4
2002-06-12,Spain,away,South Africa,5
2002-06-16,Spain,home,Republic of Ireland,4
2002-06-16,Republic of Ireland,away,Spain,5
2002-06-22,South Korea,home,Spain,4
2002-06-22,Spain,away,South Korea,6
2002-08-21,Hungary,home,Spain,105
2002-08-21,Spain,away,Hungary,60
2002-08-21,Tunisia,home,France,68
2002-08-21,France,away,Tunisia,71
2002-09-07,Cyprus,home,France,17
2002-09-07,France,away,Cyprus,17
2002-09-07,Greece,home,Spain,17
2002-09-07,Spain,away,Greece,17
2002-10-12,France,home,Slovenia,35
2002-10-12,Slovenia,away,France,35
2002-10-12,Spain,home,Northern Ireland,35
2002-10-12,Northern Ireland,away,Spain,52
2002-10-16,Malta,home,France,4
2002-10-16,France,away,Malta,4
2002-10-16,Spain,home,Paraguay,4
2002-10-16,Paraguay,away,Spain,27
2002-11-20,France,home,Serbia,35
2002-11-20,Serbia,away,France,35
2002-11-20,Spain,home,Bulgaria,35
2002-11-20,Bulgaria,away,Spain,35
2003-02-12,France,home,Czech Republic,84
2003-02-12,Czech Republic,away,France,84
2003-02-12,Spain,home,Germany,84
2003-02-12,Germany,away,Spain,84
2003-03-29,France,home,Malta,45
2003-03-29,Malta,away,France,45
2003-03-29,Ukraine,home,Spain,45
2003-03-29,Spain,away,Ukraine,45
2003-04-02,Israel,home,France,4
2003-04-02,France,away,Israel,4
2003-04-02,Spain,home,Armenia,4
2003-04-02,Armenia,away,Spain,4
2003-04-30,France,home,Egypt,28
2003-04-30,Egypt,away,France,32
2003-04-30,Spain,home,Ecuador,28
2003-04-30,Ecuador,away,Spain,77
2003-06-07,Spain,home,Greece,38
2003-06-07,Greece,away,Spain,38
2003-06-11,Northern Ireland,home,Spain,8
2003-06-11,Spain,away,Northern Ireland,4
2003-06-18,France,home,Colombia,49
2003-06-18,Colombia,away,France,10
2003-06-20,France,home,Japan,2
2003-06-20,Japan,away,France,2
2003-06-22,France,home,New Zealand,2
2003-06-22,New Zealand,away,France,2
2003-06-26,France,home,Turkey,4
2003-06-26,Turkey,away,France,3
2003-06-29,France,home,Cameroon,3
2003-06-29,Cameroon,away,France,3
2003-08-20,Switzerland,home,France,70
2003-08-20,France,away,Switzerland,52
2003-09-06,France,home,Cyprus,17
2003-09-06,Cyprus,away,France,91
2003-09-06,Portugal,home,Spain,17
2003-09-06,Spain,away,Portugal,87
2003-09-10,Slovenia,home,France,4
2003-09-10,France,away,Slovenia,4
2003-09-10,Spain,home,Ukraine,4
2003-09-10,Ukraine,away,Spain,4
2003-10-11,Armenia,home,Spain,31
