date,team,side,opponent,rest_days
2017-06-13,England,away,France,3
2017-08-31,France,home,Netherlands,79
2017-08-31,Netherlands,away,France,83
2017-09-02,Spain,home,Italy,83
2017-09-02,Italy,away,Spain,83
2017-09-03,France,home,Luxembourg,3
2017-09-03,Luxembourg,away,France,3
2017-09-05,Liechtenstein,home,Spain,3
2017-09-05,Spain,away,Liechtenstein,3
2017-10-06,Spain,home,Albania,31
2017-10-06,Albania,away,Spain,31
2017-10-07,Bulgaria,home,France,34
2017-10-07,France,away,Bulgaria,34
2017-10-09,Israel,home,Spain,3
2017-10-09,Spain,away,Israel,3
2017-10-10,France,home,Belarus,3
2017-10-10,Belarus,away,France,3
2017-11-10,France,home,Wales,31
2017-11-10,Wales,away,France,32
2017-11-11,Spain,home,Costa Rica,33
2017-11-11,Costa Rica,away,Spain,32
2017-11-14,Germany,home,France,4
2017-11-14,France,away,Germany,4
2017-11-14,Russia,home,Spain,3
2017-11-14,Spain,away,Russia,3
2018-03-23,France,home,Colombia,129
2018-03-23,Colombia,away,France,129
2018-03-23,Germany,home,Spain,129
2018-03-23,Spain,away,Germany,129
2018-03-27,Russia,home,France,4
2018-03-27,France,away,Russia,4
2018-03-27,Spain,home,Argentina,4
2018-03-27,Argentina,away,Spain,4
2018-05-28,France,home,Republic of Ireland,62
2018-05-28,Republic of Ireland,away,France,66
2018-06-01,France,home,Italy,4
2018-06-01,Italy,away,France,4
2018-06-03,Spain,home,Switzerland,68
2018-06-03,Switzerland,away,Spain,68
2018-06-09,Tunisia,home,Spain,8
2018-06-09,Spain,away,Tunisia,6
2018-06-09,France,home,United States,8
2018-06-09,United States,away,France,7
2018-06-15,Portugal,home,Spain,8
2018-06-15,Spain,away,Portugal,6
2018-06-16,France,home,Australia,7
2018-06-16,Australia,away,France,7
2018-06-20,Iran,home,Spain,5
2018-06-20,Spain,away,Iran,5
2018-06-21,France,home,Peru,5
2018-06-21,Peru,away,France,5
2018-06-25,Spain,home,Morocco,5
2018-06-25,Morocco,away,Spain,5
2018-06-26,Denmark,home,France,5
2018-06-26,France,away,Denmark,5
2018-06-30,France,home,Argentina,4
2018-06-30,Argentina,away,France,4
2018-07-01,Russia,home,Spain,6
2018-07-01,Spain,away,Russia,6
2018-07-06,Uruguay,home,France,6
2018-07-06,France,away,Uruguay,6
2018-07-10,France,home,Belgium,4
2018-07-10,Belgium,away,France,4
2018-07-15,France,home,Croatia,5
2018-07-15,Croatia,away,France,4
2018-09-06,Germany,home,France,71
2018-09-06,France,away,Germany,53
2018-09-08,England,home,Spain,56
2018-09-08,Spain,away,England,69
2018-09-09,France,home,Netherlands,3
2018-09-09,Netherlands,away,France,3
2018-09-11,Spain,home,Croatia,3
2018-09-11,Croatia,away,Spain,5
2018-10-11,France,home,Iceland,32
2018-10-11,Iceland,away,France,30
2018-10-11,Wales,home,Spain,32
2018-10-11,Spain,away,Wales,30
2018-10-15,Spain,home,England,4
2018-10-15,England,away,Spain,3
2018-10-16,France,home,Germany,5
2018-10-16,Germany,away,France,3
2018-11-15,Croatia,home,Spain,31
2018-11-15,Spain,away,Croatia,31
2018-11-16,Netherlands,home,France,31
2018-11-16,France,away,Netherlands,31
2018-11-18,Spain,home,Bosnia and Herzegovina,3
2018-11-18,Bosnia and Herzegovina,away,Spain,3
2018-11-20,France,home,Uruguay,4
2018-11-20,Uruguay,away,France,4
2019-03-22,Moldova,home,France,29
2019-03-22,France,away,Moldova,122
2019-03-23,Spain,home,Norway,125
2019-03-23,Norway,away,Spain,124
2019-03-25,France,home,Iceland,3
2019-03-25,Iceland,away,France,3
2019-03-26,Malta,home,Spain,3
2019-03-26,Spain,away,Malta,3
2019-06-02,France,home,Bolivia,69
2019-06-02,Bolivia,away,France,68
2019-06-07,Faroe Islands,home,Spain,73
2019-06-07,Spain,away,Faroe Islands,73
2019-06-08,Turkey,home,France,6
2019-06-08,France,away,Turkey,6
2019-06-10,Spain,home,Sweden,3
2019-06-10,Sweden,away,Spain,3
2019-06-11,Andorra,home,France,3
2019-06-11,France,away,Andorra,3
2019-09-05,Romania,home,Spain,87
2019-09-05,Spain,away,Romania,87
2019-09-07,France,home,Albania,88
2019-09-07,Albania,away,France,88
2019-09-08,Spain,home,Faroe Islands,3
2019-09-08,Faroe Islands,away,Spain,3
2019-09-10,France,home,Andorra,3
2019-09-10,Andorra,away,France,3
2019-10-11,Iceland,home,France,31
2019-10-11,France,away,Iceland,31
2019-10-12,Norway,home,Spain,34
2019-10-12,Spain,away,Norway,34
2019-10-14,France,home,Turkey,3
2019-10-14,Turkey,away,France,3
2019-10-15,Sweden,home,Spain,3
2019-10-15,Spain,away,Sweden,3
2019-11-14,France,home,Moldova,31
2019-11-14,Moldova,away,France,31
2019-11-15,Spain,home,Malta,31
2019-11-15,Malta,away,Spain,31
2019-11-17,Albania,home,France,3
2019-11-17,France,away,Albania,3
2019-11-18,Spain,home,Romania,3
2019-11-18,Romania,away,Spain,3
2020-09-03,Germany,home,Spain,289
2020-09-03,Spain,away,Germany,290
2020-09-05,Sweden,home,France,237
2020-09-05,France,away,Sweden,293
2020-09-06,Spain,home,Ukraine,3
2020-09-06,Ukraine,away,Spain,3
2020-09-08,France,home,Croatia,3
2020-09-08,Croatia,away,France,3
2020-10-07,France,home,Ukraine,29
2020-10-07,Ukraine,away,France,31
2020-10-07,Portugal,home,Spain,29
2020-10-07,Spain,away,Portugal,31
2020-10-10,Spain,home,Switzerland,3
2020-10-10,Switzerland,away,Spain,3
2020-10-11,France,home,Portugal,4
2020-10-11,Portugal,away,France,4
2020-10-13,Ukraine,home,Spain,3
2020-10-13,Spain,away,Ukraine,3
2020-10-14,Croatia,home,France,3
2020-10-14,France,away,Croatia,3
2020-11-11,France,home,Finland,28
2020-11-11,Finland,away,France,28
2020-11-11,Netherlands,home,Spain,28
2020-11-11,Spain,away,Netherlands,29
2020-11-14,Portugal,home,France,3
2020-11-14,France,away,Portugal,3
2020-11-14,Switzerland,home,Spain,3
2020-11-14,Spain,away,Switzerland,3
2020-11-17,France,home,Sweden,3
2020-11-17,Sweden,away,France,3
2020-11-17,Spain,home,Germany,3
2020-11-17,Germany,away,Spain,3
2021-03-24,France,home,Ukraine,127
2021-03-24,Ukraine,away,France,127
2021-03-25,Spain,home,Greece,128
2021-03-25,Greece,away,Spain,127
2021-03-28,Georgia,home,Spain,3
2021-03-28,Spain,away,Georgia,3
2021-03-28,Kazakhstan,home,France,130
2021-03-28,France,away,Kazakhstan,4
2021-03-31,Spain,home,Kosovo,3
2021-03-31,Kosovo,away,Spain,3
2021-03-31,Bosnia and Herzegovina,home,France,4
2021-03-31,France,away,Bosnia and Herzegovina,3
2021-06-02,France,home,Wales,63
2021-06-02,Wales,away,France,64
2021-06-04,Spain,home,Portugal,65
2021-06-04,Portugal,away,Spain,66
2021-06-08,France,home,Bulgaria,6
2021-06-08,Bulgaria,away,France,3
2021-06-08,Spain,home,Lithuania,4
2021-06-08,Lithuania,away,Spain,4
2021-06-14,Spain,home,Sweden,6
2021-06-14,Sweden,away,Spain,9
2021-06-15,Germany,home,France,8
2021-06-15,France,away,Germany,7
2021-06-19,Spain,home,Poland,5
2021-06-19,Poland,away,Spain,5
2021-06-19,Hungary,home,France,4
2021-06-19,France,away,Hungary,4
2021-06-23,Spain,home,Slovakia,4
2021-06-23,Slovakia,away,Spain,5
2021-06-23,Portugal,home,France,4
2021-06-23,France,away,Portugal,4
2021-06-28,Croatia,home,Spain,6
2021-06-28,Spain,away,Croatia,5
2021-06-28,France,home,Switzerland,5
2021-06-28,Switzerland,away,France,8
2021-07-02,Switzerland,home,Spain,4
2021-07-02,Spain,away,Switzerland,4
2021-07-06,Italy,home,Spain,4
2021-07-06,Spain,away,Italy,4
2021-09-01,France,home,Bosnia and Herzegovina,65
2021-09-01,Bosnia and Herzegovina,away,France,87
2021-09-02,Sweden,home,Spain,65
2021-09-02,Spain,away,Sweden,58
2021-09-04,Ukraine,home,France,3
2021-09-04,France,away,Ukraine,3
2021-09-05,Spain,home,Georgia,3
2021-09-05,Georgia,away,Spain,3
2021-09-07,France,home,Finland,3
2021-09-07,Finland,away,France,3
2021-09-08,Kosovo,home,Spain,3
2021-09-08,Spain,away,Kosovo,3
2021-10-06,Italy,home,Spain,28
2021-10-06,Spain,away,Italy,28
2021-10-07,Belgium,home,France,29
2021-10-07,France,away,Belgium,30
2021-10-10,Spain,home,France,4
2021-10-10,France,away,Spain,3
2021-11-11,Greece,home,Spain,30
2021-11-11,Spain,away,Greece,32
2021-11-13,France,home,Kazakhstan,34
2021-11-13,Kazakhstan,away,France,32
2021-11-14,Spain,home,Sweden,3
2021-11-14,Sweden,away,Spain,3
2021-11-16,Finland,home,France,3
2021-11-16,France,away,Finland,3
2022-03-25,France,home,Ivory Coast,129
2022-03-25,Ivory Coast,away,France,58
2022-03-26,Spain,home,Albania,132
2022-03-26,Albania,away,Spain,131
2022-03-29,France,home,South Africa,4
2022-03-29,South Africa,away,France,4
2022-03-29,Spain,home,Iceland,3
2022-03-29,Iceland,away,Spain,3
2022-06-02,Spain,home,Portugal,65
2022-06-02,Portugal,away,Spain,65
2022-06-03,France,home,Denmark,66
2022-06-03,Denmark,away,France,66
2022-06-05,Czech Republic,home,Spain,3
2022-06-05,Spain,away,Czech Republic,3
2022-06-06,Croatia,home,France,3
2022-06-06,France,away,Croatia,3
2022-06-09,Switzerland,home,Spain,4
2022-06-09,Spain,away,Switzerland,4
2022-06-10,Austria,home,France,4
2022-06-10,France,away,Austria,4
2022-06-12,Spain,home,Czech Republic,3
2022-06-12,Czech Republic,away,Spain,3
2022-06-13,France,home,Croatia,3
2022-06-13,Croatia,away,France,3
2022-09-22,France,home,Austria,101
2022-09-22,Austria,away,France,101
2022-09-24,Spain,home,Switzerland,104
2022-09-24,Switzerland,away,Spain,104
2022-09-25,Denmark,home,France,3
2022-09-25,France,away,Denmark,3
2022-09-27,Portugal,home,Spain,3
2022-09-27,Spain,away,Portugal,3
2022-11-17,Jordan,home,Spain,52
2022-11-17,Spain,away,Jordan,51
2022-11-22,France,home,Australia,58
2022-11-22,Australia,away,France,58
2022-11-23,Spain,home,Costa Rica,6
2022-11-23,Costa Rica,away,Spain,14
2022-11-26,France,home,Denmark,4
2022-11-26,Denmark,away,France,4
2022-11-27,Spain,home,Germany,4
2022-11-27,Germany,away,Spain,4
2022-11-30,Tunisia,home,France,4
2022-11-30,France,away,Tunisia,4
2022-12-01,Japan,home,Spain,4
2022-12-01,Spain,away,Japan,4
2022-12-04,France,home,Poland,4
2022-12-04,Poland,away,France,4
2022-12-06,Morocco,home,Spain,5
2022-12-06,Spain,away,Morocco,5
2022-12-10,England,home,France,6
2022-12-10,France,away,England,6
2022-12-14,France,home,Morocco,4
2022-12-14,Morocco,away,France,4
2022-12-18,Argentina,home,France,5
2022-12-18,France,away,Argentina,4
2023-03-24,France,home,Netherlands,96
2023-03-24,Netherlands,away,France,105
2023-03-25,Spain,home,Norway,109
2023-03-25,Norway,away,Spain,125
2023-03-27,Republic of Ireland,home,France,5
2023-03-27,France,away,Republic of Ireland,3
2023-03-28,Scotland,home,Spain,3
2023-03-28,Spain,away,Scotland,3
2023-06-15,Spain,home,Italy,79
2023-06-15,Italy,away,Spain,81
2023-06-16,Gibraltar,home,France,81
2023-06-16,France,away,Gibraltar,81
2023-06-18,Croatia,home,Spain,4
2023-06-18,Spain,away,Croatia,3
2023-06-19,France,home,Greece,3
2023-06-19,Greece,away,France,3
2023-09-07,France,home,Republic of Ireland,80
2023-09-07,Republic of Ireland,away,France,80
2023-09-08,Georgia,home,Spain,80
2023-09-08,Spain,away,Georgia,82
2023-09-12,Germany,home,France,3
2023-09-12,France,away,Germany,5
2023-09-12,Spain,home,Cyprus,4
2023-09-12,Cyprus,away,Spain,4
2023-10-12,Spain,home,Scotland,30
2023-10-12,Scotland,away,Spain,30
2023-10-13,Netherlands,home,France,33
2023-10-13,France,away,Netherlands,31
2023-10-15,Norway,home,Spain,3
2023-10-15,Spain,away,Norway,3
2023-10-17,France,home,Scotland,4
2023-10-17,Scotland,away,France,5
2023-11-16,Cyprus,home,Spain,32
2023-11-16,Spain,away,Cyprus,32
2023-11-18,France,home,Gibraltar,32
2023-11-18,Gibraltar,away,France,33
2023-11-19,Spain,home,Georgia,3
2023-11-19,Georgia,away,Spain,3
2023-11-21,Greece,home,France,4
2023-11-21,France,away,Greece,3
2024-03-22,Spain,home,Colombia,124
2024-03-22,Colombia,away,Spain,97
2024-03-23,France,home,Germany,123
2024-03-23,Germany,away,France,123
2024-03-26,France,home,Chile,3
2024-03-26,Chile,away,France,4
2024-03-26,Spain,home,Brazil,4
2024-03-26,Brazil,away,Spain,3
2024-06-05,France,home,Luxembourg,71
2024-06-05,Luxembourg,away,France,76
2024-06-05,Spain,home,Andorra,71
2024-06-05,Andorra,away,Spain,72
2024-06-08,Spain,home,Northern Ireland,3
2024-06-08,Northern Ireland,away,Spain,74
2024-06-09,France,home,Canada,4
2024-06-09,Canada,away,France,3
2024-06-15,Spain,home,Croatia,7
2024-06-15,Croatia,away,Spain,7
2024-06-17,Austria,home,France,9
2024-06-17,France,away,Austria,8
2024-06-20,Spain,home,Italy,5
2024-06-20,Italy,away,Spain,5
2024-06-21,Netherlands,home,France,5
2024-06-21,France,away,Netherlands,4
2024-06-24,Albania,home,Spain,5
2024-06-24,Spain,away,Albania,4
2024-06-25,France,home,Poland,4
2024-06-25,Poland,away,France,4
2024-06-30,Spain,home,Georgia,6
2024-06-30,Georgia,away,Spain,4
2024-07-01,France,home,Belgium,6
2024-07-01,Belgium,away,France,5
2024-07-05,Germany,home,Spain,6
2024-07-05,Spain,away,Germany,5
2024-07-05,Portugal,home,France,4
2024-07-05,France,away,Portugal,4
2024-07-09,Spain,home,France,4
2024-07-09,France,away,Spain,4
2024-07-14,Spain,home,England,5
2024-07-14,England,away,Spain,4
2024-09-05,Serbia,home,Spain,72
2024-09-05,Spain,away,Serbia,53
2024-09-06,France,home,Italy,59
2024-09-06,Italy,away,France,69
2024-09-08,Switzerland,home,Spain,3
2024-09-08,Spain,away,Switzerland,3
2024-09-09,France,home,Belgium,3
2024-09-09,Belgium,away,France,3
2024-10-10,Israel,home,France,31
2024-10-10,France,away,Israel,31
2024-10-12,Spain,home,Denmark,34
2024-10-12,Denmark,away,Spain,34
2024-10-14,Belgium,home,France,4
2024-10-14,France,away,Belgium,4
2024-10-15,Spain,home,Serbia,3
2024-10-15,Serbia,away,Spain,3
2024-11-14,France,home,Israel,31
2024-11-14,Israel,away,France,31
2024-11-15,Denmark,home,Spain,31
2024-11-15,Spain,away,Denmark,31
2024-11-17,Italy,home,France,3
2024-11-17,France,away,Italy,3
2024-11-18,Spain,home,Switzerland,3
2024-11-18,Switzerland,away,Spain,3
2025-03-20,Croatia,home,France,122
2025-03-20,France,away,Croatia,123
2025-03-20,Netherlands,home,Spain,121
2025-03-20,Spain,away,Netherlands,122
2025-03-23,France,home,Croatia,3
2025-03-23,Croatia,away,France,3
2025-03-23,Spain,home,Netherlands,3
2025-03-23,Netherlands,away,Spain,3
2025-06-05,Spain,home,France,74
2025-06-05,France,away,Spain,74
2025-06-08,Germany,home,France,4
2025-06-08,France,away,Germany,3
2025-06-08,Portugal,home,Spain,4
2025-06-08,Spain,away,Portugal,3
2025-09-04,Bulgaria,home,Spain,86
2025-09-04,Spain,away,Bulgaria,88
2025-09-05,Ukraine,home,France,87
2025-09-05,France,away,Ukraine,89
2025-09-07,Turkey,home,Spain,3
2025-09-07,Spain,away,Turkey,3
2025-09-09,France,home,Iceland,4
2025-09-09,Iceland,away,France,4
2025-10-10,France,home,Azerbaijan,31
2025-10-10,Azerbaijan,away,France,31
2025-10-11,Spain,home,Georgia,34
2025-10-11,Georgia,away,Spain,34
2025-10-13,Iceland,home,France,3
2025-10-13,France,away,Iceland,3
2025-10-14,Spain,home,Bulgaria,3
2025-10-14,Bulgaria,away,Spain,3
2025-11-13,France,home,Ukraine,31
2025-11-13,Ukraine,away,France,31
2025-11-15,Georgia,home,Spain,32
2025-11-15,Spain,away,Georgia,32
2025-11-16,Azerbaijan,home,France,3
2025-11-16,France,away,Azerbaijan,3
2025-11-18,Spain,home,Turkey,3
2025-11-18,Turkey,away,Spain,3
2026-03-26,Brazil,home,France,128
2026-03-26,France,away,Brazil,130
2026-03-27,Spain,home,Serbia,129
2026-03-27,Serbia,away,Spain,131
2026-03-29,Colombia,home,France,3
2026-03-29,France,away,Colombia,3
2026-03-31,Spain,home,Egypt,4
2026-03-31,Egypt,away,Spain,4
2026-06-04,France,home,Ivory Coast,67
2026-06-04,Ivory Coast,away,France,65
2026-06-04,Spain,home,Iraq,65
2026-06-04,Iraq,away,Spain,6
2026-06-08,France,home,Northern Ireland,4
2026-06-08,Northern Ireland,away,France,4
2026-06-08,Peru,home,Spain,3
2026-06-08,Spain,away,Peru,4
