date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,data_source
1985-06-09,Argentina,Venezuela,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1985-06-09,Mexico,England,1,0,Friendly,Mexico City,Mexico,FALSE,data/international_results/results.csv
1985-06-12,England,Germany,3,0,Friendly,Mexico City,Mexico,TRUE,data/international_results/results.csv
1985-06-16,Argentina,Colombia,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1985-06-16,United States,England,0,5,Friendly,Los Angeles,United States,FALSE,data/international_results/results.csv
1985-06-23,Peru,Argentina,1,0,FIFA World Cup qualification,Lima,Peru,FALSE,data/international_results/results.csv
1985-06-30,Argentina,Peru,2,2,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1985-09-11,England,Romania,1,1,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
1985-10-16,England,Turkey,5,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
1985-11-13,England,Northern Ireland,0,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
1985-11-14,Mexico,Argentina,1,1,Friendly,Los Angeles,United States,TRUE,data/international_results/results.csv
1985-11-17,Mexico,Argentina,1,1,Friendly,Puebla,Mexico,FALSE,data/international_results/results.csv
1986-01-29,Egypt,England,0,4,Friendly,Cairo,Egypt,FALSE,data/international_results/results.csv
1986-02-26,Israel,England,1,2,Friendly,Ramat Gan,Israel,FALSE,data/international_results/results.csv
1986-03-26,France,Argentina,2,0,Friendly,Paris,France,FALSE,data/international_results/results.csv
1986-03-26,Russia,England,0,1,Friendly,Tbilisi,Soviet Union,FALSE,data/international_results/results.csv
1986-04-23,England,Scotland,2,1,Rous Cup,London,England,FALSE,data/international_results/results.csv
1986-04-30,Norway,Argentina,1,0,Friendly,Oslo,Norway,FALSE,data/international_results/results.csv
1986-05-17,Mexico,England,0,3,Friendly,Los Angeles,United States,TRUE,data/international_results/results.csv
1986-05-24,Canada,England,0,1,Friendly,Burnaby,Canada,FALSE,data/international_results/results.csv
1986-06-02,Argentina,South Korea,3,1,FIFA World Cup,Mexico City,Mexico,TRUE,data/international_results/results.csv
1986-06-03,Portugal,England,1,0,FIFA World Cup,Monterrey,Mexico,TRUE,data/international_results/results.csv
1986-06-05,Italy,Argentina,1,1,FIFA World Cup,Puebla,Mexico,TRUE,data/international_results/results.csv
1986-06-06,England,Morocco,0,0,FIFA World Cup,Monterrey,Mexico,TRUE,data/international_results/results.csv
1986-06-10,Argentina,Bulgaria,2,0,FIFA World Cup,Mexico City,Mexico,TRUE,data/international_results/results.csv
1986-06-11,England,Poland,3,0,FIFA World Cup,Monterrey,Mexico,TRUE,data/international_results/results.csv
1986-06-16,Argentina,Uruguay,1,0,FIFA World Cup,Puebla,Mexico,TRUE,data/international_results/results.csv
1986-06-18,England,Paraguay,3,0,FIFA World Cup,Mexico City,Mexico,TRUE,data/international_results/results.csv
1986-06-22,Argentina,England,2,1,FIFA World Cup,Mexico City,Mexico,TRUE,data/international_results/results.csv
1986-06-25,Argentina,Belgium,2,0,FIFA World Cup,Mexico City,Mexico,TRUE,data/international_results/results.csv
1986-06-29,Argentina,Germany,3,2,FIFA World Cup,Mexico City,Mexico,TRUE,data/international_results/results.csv
1986-09-10,Sweden,England,1,0,Friendly,Solna,Sweden,FALSE,data/international_results/results.csv
1986-10-15,England,Northern Ireland,3,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
1986-11-12,England,Yugoslavia,2,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
1987-02-18,Spain,England,2,4,Friendly,Madrid,Spain,FALSE,data/international_results/results.csv
1987-04-01,Northern Ireland,England,0,2,UEFA Euro qualification,Belfast,Northern Ireland,FALSE,data/international_results/results.csv
1987-04-29,Turkey,England,0,0,UEFA Euro qualification,İzmir,Turkey,FALSE,data/international_results/results.csv
1987-05-19,England,Brazil,1,1,Rous Cup,London,England,FALSE,data/international_results/results.csv
1987-05-23,Scotland,England,0,0,Rous Cup,Glasgow,Scotland,FALSE,data/international_results/results.csv
1987-06-10,Argentina,Italy,1,3,Friendly,Zürich,Switzerland,TRUE,data/international_results/results.csv
1987-06-20,Argentina,Paraguay,0,1,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1987-06-27,Argentina,Peru,1,1,Copa América,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1987-07-02,Argentina,Ecuador,3,0,Copa América,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1987-07-09,Argentina,Uruguay,0,1,Copa América,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1987-07-11,Argentina,Colombia,1,2,Copa América,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1987-09-09,Germany,England,3,1,Friendly,Düsseldorf,Germany,FALSE,data/international_results/results.csv
1987-10-14,England,Turkey,8,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
1987-11-11,Yugoslavia,England,1,4,UEFA Euro qualification,Belgrade,Yugoslavia,FALSE,data/international_results/results.csv
1987-12-16,Argentina,Germany,1,0,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1988-02-17,Israel,England,0,0,Friendly,Ramat Gan,Israel,FALSE,data/international_results/results.csv
1988-03-23,England,Netherlands,2,2,Friendly,London,England,FALSE,data/international_results/results.csv
1988-03-31,Argentina,Russia,2,4,Four Nations Tournament,Berlin,Germany,TRUE,data/international_results/results.csv
1988-04-02,Germany,Argentina,1,0,Four Nations Tournament,Berlin,Germany,FALSE,data/international_results/results.csv
1988-04-27,Hungary,England,0,0,Friendly,Budapest,Hungary,FALSE,data/international_results/results.csv
1988-05-21,England,Scotland,1,0,Rous Cup,London,England,FALSE,data/international_results/results.csv
1988-05-24,England,Colombia,1,1,Rous Cup,London,England,FALSE,data/international_results/results.csv
1988-05-28,Switzerland,England,0,1,Friendly,Basel,Switzerland,FALSE,data/international_results/results.csv
1988-06-12,England,Republic of Ireland,0,1,UEFA Euro,Stuttgart,Germany,TRUE,data/international_results/results.csv
1988-06-15,England,Netherlands,1,3,UEFA Euro,Düsseldorf,Germany,TRUE,data/international_results/results.csv
1988-06-18,England,Russia,1,3,UEFA Euro,Frankfurt,Germany,TRUE,data/international_results/results.csv
1988-07-06,Argentina,Saudi Arabia,2,2,Friendly,Adelaide,Australia,TRUE,data/international_results/results.csv
1988-07-10,Argentina,Brazil,0,0,Friendly,Melbourne,Australia,TRUE,data/international_results/results.csv
1988-07-14,Australia,Argentina,4,1,Friendly,Sydney,Australia,FALSE,data/international_results/results.csv
1988-07-16,Argentina,Saudi Arabia,2,0,Friendly,Canberra,Australia,TRUE,data/international_results/results.csv
1988-09-14,England,Denmark,1,0,Friendly,London,England,FALSE,data/international_results/results.csv
1988-10-12,Spain,Argentina,1,1,Friendly,Seville,Spain,FALSE,data/international_results/results.csv
1988-10-19,England,Sweden,0,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
1988-11-16,Saudi Arabia,England,1,1,Friendly,Riyadh,Saudi Arabia,FALSE,data/international_results/results.csv
1989-02-08,Greece,England,1,2,Friendly,Athens,Greece,FALSE,data/international_results/results.csv
1989-03-08,Albania,England,0,2,FIFA World Cup qualification,Tirana,Albania,FALSE,data/international_results/results.csv
1989-03-09,Colombia,Argentina,1,0,Friendly,Barranquilla,Colombia,FALSE,data/international_results/results.csv
1989-04-13,Ecuador,Argentina,2,2,Friendly,Guayaquil,Ecuador,FALSE,data/international_results/results.csv
1989-04-20,Chile,Argentina,1,1,Friendly,Santiago,Chile,FALSE,data/international_results/results.csv
1989-04-26,England,Albania,5,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
1989-05-23,England,Chile,0,0,Rous Cup,London,England,FALSE,data/international_results/results.csv
1989-05-27,Scotland,England,0,2,Rous Cup,Glasgow,Scotland,FALSE,data/international_results/results.csv
1989-06-03,England,Poland,3,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
1989-06-07,Denmark,England,1,1,Friendly,Copenhagen,Denmark,FALSE,data/international_results/results.csv
1989-07-02,Argentina,Chile,1,0,Copa América,Goiânia,Brazil,TRUE,data/international_results/results.csv
1989-07-04,Argentina,Ecuador,0,0,Copa América,Goiânia,Brazil,TRUE,data/international_results/results.csv
1989-07-08,Uruguay,Argentina,0,1,Copa América,Goiânia,Brazil,TRUE,data/international_results/results.csv
1989-07-10,Argentina,Bolivia,0,0,Copa América,Goiânia,Brazil,TRUE,data/international_results/results.csv
1989-07-12,Brazil,Argentina,2,0,Copa América,Rio de Janeiro,Brazil,FALSE,data/international_results/results.csv
1989-07-14,Argentina,Uruguay,0,2,Copa América,Rio de Janeiro,Brazil,TRUE,data/international_results/results.csv
1989-07-16,Paraguay,Argentina,0,0,Copa América,Rio de Janeiro,Brazil,TRUE,data/international_results/results.csv
1989-09-06,Sweden,England,0,0,FIFA World Cup qualification,Solna,Sweden,FALSE,data/international_results/results.csv
1989-10-11,Poland,England,0,0,FIFA World Cup qualification,Chorzów,Poland,FALSE,data/international_results/results.csv
1989-11-15,England,Italy,0,0,Friendly,London,England,FALSE,data/international_results/results.csv
1989-12-13,England,Yugoslavia,2,1,Friendly,London,England,FALSE,data/international_results/results.csv
1989-12-21,Italy,Argentina,0,0,Friendly,Cagliari,Italy,FALSE,data/international_results/results.csv
1990-01-17,Mexico,Argentina,2,0,Friendly,Los Angeles,United States,TRUE,data/international_results/results.csv
1990-03-28,England,Brazil,1,0,Friendly,London,England,FALSE,data/international_results/results.csv
1990-03-28,Scotland,Argentina,1,0,Friendly,Glasgow,Scotland,FALSE,data/international_results/results.csv
1990-04-25,England,Czechoslovakia,4,2,Friendly,London,England,FALSE,data/international_results/results.csv
1990-05-03,Austria,Argentina,1,1,Friendly,Vienna,Austria,FALSE,data/international_results/results.csv
1990-05-08,Switzerland,Argentina,1,1,Friendly,Bern,Switzerland,FALSE,data/international_results/results.csv
1990-05-15,England,Denmark,1,0,Friendly,London,England,FALSE,data/international_results/results.csv
1990-05-22,England,Uruguay,1,2,Friendly,London,England,FALSE,data/international_results/results.csv
1990-05-22,Israel,Argentina,1,2,Friendly,Ramat Gan,Israel,FALSE,data/international_results/results.csv
1990-06-02,Tunisia,England,1,1,Friendly,Tunis,Tunisia,FALSE,data/international_results/results.csv
1990-06-08,Argentina,Cameroon,0,1,FIFA World Cup,Milan,Italy,TRUE,data/international_results/results.csv
1990-06-11,England,Republic of Ireland,1,1,FIFA World Cup,Cagliari,Italy,TRUE,data/international_results/results.csv
1990-06-13,Argentina,Russia,2,0,FIFA World Cup,Naples,Italy,TRUE,data/international_results/results.csv
1990-06-16,England,Netherlands,0,0,FIFA World Cup,Cagliari,Italy,TRUE,data/international_results/results.csv
1990-06-18,Argentina,Romania,1,1,FIFA World Cup,Naples,Italy,TRUE,data/international_results/results.csv
1990-06-21,England,Egypt,1,0,FIFA World Cup,Cagliari,Italy,TRUE,data/international_results/results.csv
1990-06-24,Brazil,Argentina,0,1,FIFA World Cup,Turin,Italy,TRUE,data/international_results/results.csv
1990-06-26,England,Belgium,1,0,FIFA World Cup,Bologna,Italy,TRUE,data/international_results/results.csv
1990-06-30,Yugoslavia,Argentina,0,0,FIFA World Cup,Florence,Italy,TRUE,data/international_results/results.csv
1990-07-01,Cameroon,England,2,3,FIFA World Cup,Naples,Italy,TRUE,data/international_results/results.csv
1990-07-03,Italy,Argentina,1,1,FIFA World Cup,Naples,Italy,FALSE,data/international_results/results.csv
1990-07-04,Germany,England,1,1,FIFA World Cup,Turin,Italy,TRUE,data/international_results/results.csv
1990-07-07,Italy,England,2,1,FIFA World Cup,Bari,Italy,FALSE,data/international_results/results.csv
1990-07-08,Germany,Argentina,1,0,FIFA World Cup,Rome,Italy,TRUE,data/international_results/results.csv
1990-09-12,England,Hungary,1,0,Friendly,London,England,FALSE,data/international_results/results.csv
1990-10-17,England,Poland,2,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
1990-11-14,Republic of Ireland,England,1,1,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE,data/international_results/results.csv
1991-02-06,England,Cameroon,2,0,Friendly,London,England,FALSE,data/international_results/results.csv
1991-02-19,Argentina,Hungary,2,0,Friendly,Rosario,Argentina,FALSE,data/international_results/results.csv
1991-03-13,Argentina,Mexico,0,0,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1991-03-27,Argentina,Brazil,3,3,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1991-03-27,England,Republic of Ireland,1,1,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
1991-05-01,Turkey,England,0,1,UEFA Euro qualification,İzmir,Turkey,FALSE,data/international_results/results.csv
1991-05-19,United States,Argentina,0,1,Friendly,Palo Alto,United States,FALSE,data/international_results/results.csv
1991-05-21,England,Russia,3,1,Friendly,London,England,FALSE,data/international_results/results.csv
1991-05-23,Argentina,Russia,1,1,Friendly,Manchester,England,TRUE,data/international_results/results.csv
1991-05-25,England,Argentina,2,2,Friendly,London,England,FALSE,data/international_results/results.csv
1991-06-01,Australia,England,0,1,Friendly,Sydney,Australia,FALSE,data/international_results/results.csv
1991-06-03,New Zealand,England,0,1,Friendly,Auckland,New Zealand,FALSE,data/international_results/results.csv
1991-06-08,New Zealand,England,0,2,Friendly,Wellington,New Zealand,FALSE,data/international_results/results.csv
1991-06-12,Malaysia,England,2,4,Friendly,Kuala Lumpur,Malaysia,FALSE,data/international_results/results.csv
1991-06-27,Brazil,Argentina,1,1,Friendly,Curitiba,Brazil,FALSE,data/international_results/results.csv
1991-07-08,Argentina,Venezuela,3,0,Copa América,Santiago,Chile,TRUE,data/international_results/results.csv
1991-07-10,Chile,Argentina,0,1,Copa América,Santiago,Chile,FALSE,data/international_results/results.csv
1991-07-12,Argentina,Paraguay,4,1,Copa América,Concepción,Chile,TRUE,data/international_results/results.csv
1991-07-14,Argentina,Peru,3,2,Copa América,Santiago,Chile,TRUE,data/international_results/results.csv
1991-07-17,Argentina,Brazil,3,2,Copa América,Santiago,Chile,TRUE,data/international_results/results.csv
1991-07-19,Chile,Argentina,0,0,Copa América,Santiago,Chile,FALSE,data/international_results/results.csv
1991-07-21,Argentina,Colombia,2,1,Copa América,Santiago,Chile,TRUE,data/international_results/results.csv
1991-09-11,England,Germany,0,1,Friendly,London,England,FALSE,data/international_results/results.csv
1991-10-16,England,Turkey,1,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
1991-11-13,Poland,England,1,1,UEFA Euro qualification,Poznań,Poland,FALSE,data/international_results/results.csv
1992-02-19,England,France,2,0,Friendly,London,England,FALSE,data/international_results/results.csv
1992-03-25,Czechoslovakia,England,2,2,Friendly,Prague,Czechoslovakia,FALSE,data/international_results/results.csv
1992-04-29,Russia,England,2,2,Friendly,Moscow,Russia,FALSE,data/international_results/results.csv
1992-05-12,Hungary,England,0,1,Friendly,Budapest,Hungary,FALSE,data/international_results/results.csv
1992-05-17,England,Brazil,1,1,Friendly,London,England,FALSE,data/international_results/results.csv
1992-05-30,Japan,Argentina,0,1,Kirin Cup,Tokyo,Japan,FALSE,data/international_results/results.csv
1992-06-03,Argentina,Wales,1,0,Kirin Cup,Gifu,Japan,TRUE,data/international_results/results.csv
1992-06-03,Finland,England,1,2,Friendly,Helsinki,Finland,FALSE,data/international_results/results.csv
1992-06-11,Denmark,England,0,0,UEFA Euro,Malmö,Sweden,TRUE,data/international_results/results.csv
1992-06-14,France,England,0,0,UEFA Euro,Malmö,Sweden,TRUE,data/international_results/results.csv
1992-06-17,Sweden,England,2,1,UEFA Euro,Solna,Sweden,FALSE,data/international_results/results.csv
1992-06-18,Argentina,Australia,2,0,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1992-09-09,Spain,England,1,0,Friendly,Santander,Spain,FALSE,data/international_results/results.csv
1992-09-23,Uruguay,Argentina,0,0,Copa Lipton,Montevideo,Uruguay,FALSE,data/international_results/results.csv
1992-10-14,England,Norway,1,1,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
1992-10-16,Argentina,Ivory Coast,4,0,Confederations Cup,Riyadh,Saudi Arabia,TRUE,data/international_results/results.csv
1992-10-20,Saudi Arabia,Argentina,1,3,Confederations Cup,Riyadh,Saudi Arabia,FALSE,data/international_results/results.csv
1992-11-18,England,Turkey,4,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
1992-11-26,Argentina,Poland,2,0,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1993-02-17,England,San Marino,6,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
1993-02-18,Argentina,Brazil,1,1,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1993-02-24,Argentina,Denmark,1,1,CONMEBOL–UEFA Cup of Champions,Mar del Plata,Argentina,FALSE,data/international_results/results.csv
1993-03-31,Turkey,England,0,2,FIFA World Cup qualification,İzmir,Turkey,FALSE,data/international_results/results.csv
1993-04-28,England,Netherlands,2,2,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
1993-05-29,Poland,England,1,1,FIFA World Cup qualification,Chorzów,Poland,FALSE,data/international_results/results.csv
1993-06-02,Norway,England,2,0,FIFA World Cup qualification,Oslo,Norway,FALSE,data/international_results/results.csv
1993-06-09,United States,England,2,0,USA Cup,Foxborough,United States,FALSE,data/international_results/results.csv
1993-06-13,Brazil,England,1,1,USA Cup,"Washington, D.C.",United States,TRUE,data/international_results/results.csv
1993-06-17,Argentina,Bolivia,1,0,Copa América,Guayaquil,Ecuador,TRUE,data/international_results/results.csv
1993-06-19,England,Germany,1,2,USA Cup,Pontiac,United States,TRUE,data/international_results/results.csv
1993-06-20,Argentina,Mexico,1,1,Copa América,Guayaquil,Ecuador,TRUE,data/international_results/results.csv
1993-06-23,Argentina,Colombia,1,1,Copa América,Guayaquil,Ecuador,TRUE,data/international_results/results.csv
1993-06-27,Brazil,Argentina,1,1,Copa América,Guayaquil,Ecuador,TRUE,data/international_results/results.csv
1993-07-01,Colombia,Argentina,0,0,Copa América,Guayaquil,Ecuador,TRUE,data/international_results/results.csv
1993-07-04,Argentina,Mexico,2,1,Copa América,Guayaquil,Ecuador,TRUE,data/international_results/results.csv
1993-08-01,Peru,Argentina,0,1,FIFA World Cup qualification,Lima,Peru,FALSE,data/international_results/results.csv
1993-08-08,Paraguay,Argentina,1,3,FIFA World Cup qualification,Asunción,Paraguay,FALSE,data/international_results/results.csv
1993-08-15,Colombia,Argentina,2,1,FIFA World Cup qualification,Barranquilla,Colombia,FALSE,data/international_results/results.csv
1993-08-22,Argentina,Peru,2,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1993-08-29,Argentina,Paraguay,0,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1993-09-05,Argentina,Colombia,0,5,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1993-09-08,England,Poland,3,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
1993-10-13,Netherlands,England,2,0,FIFA World Cup qualification,Rotterdam,Netherlands,FALSE,data/international_results/results.csv
1993-10-31,Australia,Argentina,1,1,FIFA World Cup qualification,Sydney,Australia,FALSE,data/international_results/results.csv
1993-11-17,Argentina,Australia,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1993-11-17,San Marino,England,1,7,FIFA World Cup qualification,Bologna,Italy,TRUE,data/international_results/results.csv
1993-12-15,Argentina,Germany,2,1,Friendly,Miami,United States,TRUE,data/international_results/results.csv
1994-03-09,England,Denmark,1,0,Friendly,London,England,FALSE,data/international_results/results.csv
1994-03-23,Brazil,Argentina,2,0,Friendly,Recife,Brazil,FALSE,data/international_results/results.csv
1994-04-20,Argentina,Morocco,3,1,Friendly,Salta,Argentina,FALSE,data/international_results/results.csv
1994-05-17,England,Greece,5,0,Friendly,London,England,FALSE,data/international_results/results.csv
1994-05-18,Chile,Argentina,3,3,Friendly,Santiago,Chile,FALSE,data/international_results/results.csv
1994-05-22,England,Norway,0,0,Friendly,London,England,FALSE,data/international_results/results.csv
1994-05-25,Ecuador,Argentina,1,0,Friendly,Guayaquil,Ecuador,FALSE,data/international_results/results.csv
1994-05-31,Israel,Argentina,0,3,Friendly,Ramat Gan,Israel,FALSE,data/international_results/results.csv
1994-06-04,Croatia,Argentina,0,0,Friendly,Zagreb,Croatia,FALSE,data/international_results/results.csv
1994-06-21,Argentina,Greece,4,0,FIFA World Cup,Foxborough,United States,TRUE,data/international_results/results.csv
1994-06-25,Argentina,Nigeria,2,1,FIFA World Cup,Foxborough,United States,TRUE,data/international_results/results.csv
1994-06-30,Argentina,Bulgaria,0,2,FIFA World Cup,Dallas,United States,TRUE,data/international_results/results.csv
1994-07-03,Romania,Argentina,3,2,FIFA World Cup,Pasadena,United States,TRUE,data/international_results/results.csv
1994-09-07,England,United States,2,0,Friendly,London,England,FALSE,data/international_results/results.csv
1994-10-12,England,Romania,1,1,Friendly,London,England,FALSE,data/international_results/results.csv
1994-11-16,Chile,Argentina,0,3,Friendly,Santiago,Chile,FALSE,data/international_results/results.csv
1994-11-16,England,Nigeria,1,0,Friendly,London,England,FALSE,data/international_results/results.csv
1994-12-27,Argentina,Serbia,1,0,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1995-01-08,Japan,Argentina,1,5,Confederations Cup,Riyadh,Saudi Arabia,TRUE,data/international_results/results.csv
1995-01-10,Nigeria,Argentina,0,0,Confederations Cup,Riyadh,Saudi Arabia,TRUE,data/international_results/results.csv
1995-01-13,Denmark,Argentina,2,0,Confederations Cup,Riyadh,Saudi Arabia,TRUE,data/international_results/results.csv
1995-02-14,Argentina,Bulgaria,4,1,Friendly,Mendoza,Argentina,FALSE,data/international_results/results.csv
1995-02-15,Republic of Ireland,England,1,0,Friendly,Dublin,Republic of Ireland,FALSE,data/international_results/results.csv
1995-03-29,England,Uruguay,0,0,Friendly,London,England,FALSE,data/international_results/results.csv
1995-05-13,South Africa,Argentina,1,1,Friendly,Johannesburg,South Africa,FALSE,data/international_results/results.csv
1995-05-31,Argentina,Peru,1,0,Friendly,Córdoba,Argentina,FALSE,data/international_results/results.csv
1995-06-03,England,Japan,2,1,Friendly,London,England,FALSE,data/international_results/results.csv
1995-06-08,England,Sweden,3,3,Friendly,Leeds,England,FALSE,data/international_results/results.csv
1995-06-11,England,Brazil,1,3,Friendly,London,England,FALSE,data/international_results/results.csv
1995-06-14,Argentina,Paraguay,2,1,Friendly,Rosario,Argentina,FALSE,data/international_results/results.csv
1995-06-30,Argentina,Australia,2,0,Friendly,Quilmes,Argentina,FALSE,data/international_results/results.csv
1995-07-08,Argentina,Bolivia,2,1,Copa América,Paysandú,Uruguay,TRUE,data/international_results/results.csv
1995-07-11,Argentina,Chile,4,0,Copa América,Paysandú,Uruguay,TRUE,data/international_results/results.csv
1995-07-14,Argentina,United States,0,3,Copa América,Paysandú,Uruguay,TRUE,data/international_results/results.csv
1995-07-17,Brazil,Argentina,2,2,Copa América,Rivera,Uruguay,TRUE,data/international_results/results.csv
1995-09-06,England,Colombia,0,0,Friendly,London,England,FALSE,data/international_results/results.csv
1995-09-20,Spain,Argentina,2,1,Friendly,Madrid,Spain,FALSE,data/international_results/results.csv
1995-10-11,Argentina,Colombia,0,0,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1995-10-11,Norway,England,0,0,Friendly,Oslo,Norway,FALSE,data/international_results/results.csv
1995-11-08,Argentina,Brazil,0,1,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1995-11-15,England,Switzerland,3,1,Friendly,London,England,FALSE,data/international_results/results.csv
1995-12-12,England,Portugal,1,1,Friendly,London,England,FALSE,data/international_results/results.csv
1995-12-21,Argentina,Venezuela,6,0,Friendly,Mendoza,Argentina,FALSE,data/international_results/results.csv
1996-03-27,England,Bulgaria,1,0,Friendly,London,England,FALSE,data/international_results/results.csv
1996-04-24,Argentina,Bolivia,3,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1996-04-24,England,Croatia,0,0,Friendly,London,England,FALSE,data/international_results/results.csv
1996-05-18,England,Hungary,3,0,Friendly,London,England,FALSE,data/international_results/results.csv
1996-05-23,China,England,0,3,Friendly,Beijing,China,FALSE,data/international_results/results.csv
1996-06-02,Ecuador,Argentina,2,0,FIFA World Cup qualification,Quito,Ecuador,FALSE,data/international_results/results.csv
1996-06-08,England,Switzerland,1,1,UEFA Euro,London,England,FALSE,data/international_results/results.csv
1996-06-15,England,Scotland,2,0,UEFA Euro,London,England,FALSE,data/international_results/results.csv
1996-06-18,England,Netherlands,4,1,UEFA Euro,London,England,FALSE,data/international_results/results.csv
1996-06-22,England,Spain,0,0,UEFA Euro,London,England,FALSE,data/international_results/results.csv
1996-06-26,England,Germany,1,1,UEFA Euro,London,England,FALSE,data/international_results/results.csv
1996-07-07,Peru,Argentina,0,0,FIFA World Cup qualification,Lima,Peru,FALSE,data/international_results/results.csv
1996-09-01,Argentina,Paraguay,1,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1996-09-01,Moldova,England,0,3,FIFA World Cup qualification,Chișinău,Moldova,FALSE,data/international_results/results.csv
1996-10-09,England,Poland,2,1,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
1996-10-09,Venezuela,Argentina,2,5,FIFA World Cup qualification,San Cristóbal,Venezuela,FALSE,data/international_results/results.csv
1996-11-09,Georgia,England,0,2,FIFA World Cup qualification,Tbilisi,Georgia,FALSE,data/international_results/results.csv
1996-12-15,Argentina,Chile,1,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1996-12-28,Argentina,Serbia,2,3,Friendly,Mar del Plata,Argentina,FALSE,data/international_results/results.csv
1997-01-12,Uruguay,Argentina,0,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE,data/international_results/results.csv
1997-02-12,Colombia,Argentina,0,1,FIFA World Cup qualification,Barranquilla,Colombia,FALSE,data/international_results/results.csv
1997-02-12,England,Italy,0,1,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
1997-03-29,England,Mexico,2,0,Friendly,London,England,FALSE,data/international_results/results.csv
1997-04-02,Bolivia,Argentina,2,1,FIFA World Cup qualification,La Paz,Bolivia,FALSE,data/international_results/results.csv
1997-04-30,Argentina,Ecuador,2,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1997-04-30,England,Georgia,2,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
1997-05-24,England,South Africa,2,1,Friendly,Manchester,England,FALSE,data/international_results/results.csv
1997-05-31,Poland,England,0,2,FIFA World Cup qualification,Chorzów,Poland,FALSE,data/international_results/results.csv
1997-06-04,England,Italy,2,0,Tournoi de France,Nantes,France,TRUE,data/international_results/results.csv
1997-06-07,France,England,0,1,Tournoi de France,Montpellier,France,FALSE,data/international_results/results.csv
1997-06-08,Argentina,Peru,2,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1997-06-10,England,Brazil,0,1,Tournoi de France,Paris,France,TRUE,data/international_results/results.csv
1997-06-11,Argentina,Ecuador,0,0,Copa América,Cochabamba,Bolivia,TRUE,data/international_results/results.csv
1997-06-14,Argentina,Chile,2,0,Copa América,Cochabamba,Bolivia,TRUE,data/international_results/results.csv
1997-06-17,Argentina,Paraguay,1,1,Copa América,Cochabamba,Bolivia,TRUE,data/international_results/results.csv
