date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,data_source
1997-06-21,Peru,Argentina,2,1,Copa América,Sucre,Bolivia,TRUE,data/international_results/results.csv
1997-07-06,Paraguay,Argentina,1,2,FIFA World Cup qualification,Asunción,Paraguay,FALSE,data/international_results/results.csv
1997-07-20,Argentina,Venezuela,2,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1997-09-10,Chile,Argentina,1,2,FIFA World Cup qualification,Santiago,Chile,FALSE,data/international_results/results.csv
1997-09-10,England,Moldova,4,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
1997-10-11,Italy,England,0,0,FIFA World Cup qualification,Rome,Italy,FALSE,data/international_results/results.csv
1997-10-12,Argentina,Uruguay,0,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1997-11-15,England,Cameroon,2,0,Friendly,London,England,FALSE,data/international_results/results.csv
1997-11-16,Argentina,Colombia,1,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1998-02-11,England,Chile,0,2,Friendly,London,England,FALSE,data/international_results/results.csv
1998-02-24,Argentina,Serbia,3,1,Friendly,Mar del Plata,Argentina,FALSE,data/international_results/results.csv
1998-03-10,Argentina,Bulgaria,2,0,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1998-03-25,Switzerland,England,1,1,Friendly,Bern,Switzerland,FALSE,data/international_results/results.csv
1998-04-15,Israel,Argentina,2,1,Friendly,Jerusalem,Israel,FALSE,data/international_results/results.csv
1998-04-22,England,Portugal,3,0,Friendly,London,England,FALSE,data/international_results/results.csv
1998-04-22,Republic of Ireland,Argentina,0,2,Friendly,Dublin,Republic of Ireland,FALSE,data/international_results/results.csv
1998-04-29,Brazil,Argentina,0,1,Friendly,Rio de Janeiro,Brazil,FALSE,data/international_results/results.csv
1998-05-14,Argentina,Bosnia and Herzegovina,5,0,Friendly,Córdoba,Argentina,FALSE,data/international_results/results.csv
1998-05-19,Argentina,Chile,1,0,Friendly,Mendoza,Argentina,FALSE,data/international_results/results.csv
1998-05-23,England,Saudi Arabia,0,0,Friendly,London,England,FALSE,data/international_results/results.csv
1998-05-25,Argentina,South Africa,2,0,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1998-05-27,Morocco,England,0,1,King Hassan II Tournament,Casablanca,Morocco,FALSE,data/international_results/results.csv
1998-05-29,Belgium,England,0,0,King Hassan II Tournament,Casablanca,Morocco,TRUE,data/international_results/results.csv
1998-06-14,Argentina,Japan,1,0,FIFA World Cup,Toulouse,France,TRUE,data/international_results/results.csv
1998-06-15,England,Tunisia,2,0,FIFA World Cup,Marseille,France,TRUE,data/international_results/results.csv
1998-06-21,Argentina,Jamaica,5,0,FIFA World Cup,Paris,France,TRUE,data/international_results/results.csv
1998-06-22,Romania,England,2,1,FIFA World Cup,Toulouse,France,TRUE,data/international_results/results.csv
1998-06-26,Argentina,Croatia,1,0,FIFA World Cup,Bordeaux,France,TRUE,data/international_results/results.csv
1998-06-26,Colombia,England,0,2,FIFA World Cup,Lens,France,TRUE,data/international_results/results.csv
1998-06-30,Argentina,England,2,2,FIFA World Cup,Saint-Étienne,France,TRUE,data/international_results/results.csv
1998-07-04,Netherlands,Argentina,2,1,FIFA World Cup,Marseille,France,TRUE,data/international_results/results.csv
1998-09-05,Sweden,England,2,1,UEFA Euro qualification,Solna,Sweden,FALSE,data/international_results/results.csv
1998-10-10,England,Bulgaria,0,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
1998-10-14,Luxembourg,England,0,3,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE,data/international_results/results.csv
1998-11-18,England,Czech Republic,2,0,Friendly,London,England,FALSE,data/international_results/results.csv
1999-02-03,Venezuela,Argentina,0,2,Friendly,Maracaibo,Venezuela,FALSE,data/international_results/results.csv
1999-02-10,England,France,0,2,Friendly,London,England,FALSE,data/international_results/results.csv
1999-02-10,Mexico,Argentina,0,1,Friendly,Los Angeles,United States,TRUE,data/international_results/results.csv
1999-03-27,England,Poland,3,1,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
1999-03-31,Netherlands,Argentina,1,1,Friendly,Amsterdam,Netherlands,FALSE,data/international_results/results.csv
1999-04-28,Hungary,England,1,1,Friendly,Budapest,Hungary,FALSE,data/international_results/results.csv
1999-06-05,England,Sweden,0,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
1999-06-09,Bulgaria,England,1,1,UEFA Euro qualification,Sofia,Bulgaria,FALSE,data/international_results/results.csv
1999-06-09,Mexico,Argentina,2,2,Friendly,Chicago,United States,TRUE,data/international_results/results.csv
1999-06-13,United States,Argentina,1,0,Friendly,"Washington, D.C.",United States,FALSE,data/international_results/results.csv
1999-06-26,Argentina,Lithuania,0,0,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1999-07-01,Argentina,Ecuador,3,1,Copa América,Luque,Paraguay,TRUE,data/international_results/results.csv
1999-07-04,Argentina,Colombia,0,3,Copa América,Luque,Paraguay,TRUE,data/international_results/results.csv
1999-07-07,Uruguay,Argentina,0,2,Copa América,Luque,Paraguay,TRUE,data/international_results/results.csv
1999-07-11,Brazil,Argentina,2,1,Copa América,Ciudad del Este,Paraguay,TRUE,data/international_results/results.csv
1999-09-04,Argentina,Brazil,2,0,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1999-09-04,England,Luxembourg,6,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
1999-09-07,Brazil,Argentina,4,2,Friendly,Porto Alegre,Brazil,FALSE,data/international_results/results.csv
1999-09-08,Poland,England,0,0,UEFA Euro qualification,Warsaw,Poland,FALSE,data/international_results/results.csv
1999-10-10,England,Belgium,2,1,Friendly,Sunderland,England,FALSE,data/international_results/results.csv
1999-10-13,Argentina,Colombia,2,1,Friendly,Córdoba,Argentina,FALSE,data/international_results/results.csv
1999-11-13,Scotland,England,0,2,UEFA Euro qualification,Glasgow,Scotland,FALSE,data/international_results/results.csv
1999-11-17,England,Scotland,0,1,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
1999-11-17,Spain,Argentina,0,2,Friendly,Seville,Spain,FALSE,data/international_results/results.csv
2000-02-23,England,Argentina,0,0,Friendly,London,England,FALSE,data/international_results/results.csv
2000-03-29,Argentina,Chile,4,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2000-04-26,Venezuela,Argentina,0,4,FIFA World Cup qualification,Maracaibo,Venezuela,FALSE,data/international_results/results.csv
2000-05-27,England,Brazil,1,1,Friendly,London,England,FALSE,data/international_results/results.csv
2000-05-31,England,Ukraine,2,0,Friendly,London,England,FALSE,data/international_results/results.csv
2000-06-03,Malta,England,1,2,Friendly,Attard,Malta,FALSE,data/international_results/results.csv
2000-06-04,Argentina,Bolivia,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2000-06-12,Portugal,England,3,2,UEFA Euro,Eindhoven,Netherlands,TRUE,data/international_results/results.csv
2000-06-17,England,Germany,1,0,UEFA Euro,Charleroi,Belgium,TRUE,data/international_results/results.csv
2000-06-20,England,Romania,2,3,UEFA Euro,Charleroi,Belgium,TRUE,data/international_results/results.csv
2000-06-29,Colombia,Argentina,1,3,FIFA World Cup qualification,Bogotá,Colombia,FALSE,data/international_results/results.csv
2000-07-19,Argentina,Ecuador,2,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2000-07-26,Brazil,Argentina,3,1,FIFA World Cup qualification,São Paulo,Brazil,FALSE,data/international_results/results.csv
2000-08-16,Argentina,Paraguay,1,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2000-09-02,France,England,1,1,Friendly,Saint-Denis,France,FALSE,data/international_results/results.csv
2000-09-03,Peru,Argentina,1,2,FIFA World Cup qualification,Lima,Peru,FALSE,data/international_results/results.csv
2000-10-07,England,Germany,0,1,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2000-10-08,Argentina,Uruguay,2,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2000-10-11,Finland,England,0,0,FIFA World Cup qualification,Helsinki,Finland,FALSE,data/international_results/results.csv
2000-11-15,Chile,Argentina,0,2,FIFA World Cup qualification,Santiago,Chile,FALSE,data/international_results/results.csv
2000-11-15,Italy,England,1,0,Friendly,Turin,Italy,FALSE,data/international_results/results.csv
2000-12-20,Mexico,Argentina,0,2,Friendly,Los Angeles,United States,TRUE,data/international_results/results.csv
2001-02-28,England,Spain,3,0,Friendly,Birmingham,England,FALSE,data/international_results/results.csv
2001-02-28,Italy,Argentina,1,2,Friendly,Rome,Italy,FALSE,data/international_results/results.csv
2001-03-24,England,Finland,2,1,FIFA World Cup qualification,Liverpool,England,FALSE,data/international_results/results.csv
2001-03-28,Albania,England,1,3,FIFA World Cup qualification,Tirana,Albania,FALSE,data/international_results/results.csv
2001-03-28,Argentina,Venezuela,5,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2001-04-25,Bolivia,Argentina,3,3,FIFA World Cup qualification,La Paz,Bolivia,FALSE,data/international_results/results.csv
2001-05-25,England,Mexico,4,0,Friendly,Derby,England,FALSE,data/international_results/results.csv
2001-06-03,Argentina,Colombia,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2001-06-06,Greece,England,0,2,FIFA World Cup qualification,Athens,Greece,FALSE,data/international_results/results.csv
2001-08-15,Ecuador,Argentina,0,2,FIFA World Cup qualification,Quito,Ecuador,FALSE,data/international_results/results.csv
2001-08-15,England,Netherlands,0,2,Friendly,London,England,FALSE,data/international_results/results.csv
2001-09-01,Germany,England,1,5,FIFA World Cup qualification,Munich,Germany,FALSE,data/international_results/results.csv
2001-09-05,Argentina,Brazil,2,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2001-09-05,England,Albania,2,0,FIFA World Cup qualification,Newcastle,England,FALSE,data/international_results/results.csv
2001-10-06,England,Greece,2,2,FIFA World Cup qualification,Manchester,England,FALSE,data/international_results/results.csv
2001-10-07,Paraguay,Argentina,2,2,FIFA World Cup qualification,Asunción,Paraguay,FALSE,data/international_results/results.csv
2001-11-08,Argentina,Peru,2,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2001-11-10,England,Sweden,1,1,Friendly,Manchester,England,FALSE,data/international_results/results.csv
2001-11-14,Uruguay,Argentina,1,1,FIFA World Cup qualification,Montevideo,Uruguay,FALSE,data/international_results/results.csv
2002-02-13,Netherlands,England,1,1,Friendly,Amsterdam,Netherlands,FALSE,data/international_results/results.csv
2002-02-13,Wales,Argentina,1,1,Friendly,Cardiff,Wales,FALSE,data/international_results/results.csv
2002-03-27,Argentina,Cameroon,2,2,Friendly,Geneva,Switzerland,TRUE,data/international_results/results.csv
2002-03-27,England,Italy,1,2,Friendly,Leeds,England,FALSE,data/international_results/results.csv
2002-04-17,England,Paraguay,4,0,Friendly,Liverpool,England,FALSE,data/international_results/results.csv
2002-04-17,Germany,Argentina,0,1,Friendly,Stuttgart,Germany,FALSE,data/international_results/results.csv
2002-05-21,South Korea,England,1,1,Friendly,Seogwipo,South Korea,FALSE,data/international_results/results.csv
2002-05-26,Cameroon,England,2,2,Friendly,Kobe,Japan,TRUE,data/international_results/results.csv
2002-06-02,Argentina,Nigeria,1,0,FIFA World Cup,Kashima,Japan,TRUE,data/international_results/results.csv
2002-06-02,England,Sweden,1,1,FIFA World Cup,Saitama,Japan,TRUE,data/international_results/results.csv
2002-06-07,Argentina,England,0,1,FIFA World Cup,Sapporo,Japan,TRUE,data/international_results/results.csv
2002-06-12,Nigeria,England,0,0,FIFA World Cup,Osaka,Japan,TRUE,data/international_results/results.csv
2002-06-12,Sweden,Argentina,1,1,FIFA World Cup,Rifu,Japan,TRUE,data/international_results/results.csv
2002-06-15,Denmark,England,0,3,FIFA World Cup,Niigata,Japan,TRUE,data/international_results/results.csv
2002-06-21,England,Brazil,1,2,FIFA World Cup,Fukuroi,Japan,TRUE,data/international_results/results.csv
2002-09-07,England,Portugal,1,1,Friendly,Birmingham,England,FALSE,data/international_results/results.csv
2002-10-12,Slovakia,England,1,2,UEFA Euro qualification,Bratislava,Slovakia,FALSE,data/international_results/results.csv
2002-10-16,England,North Macedonia,2,2,UEFA Euro qualification,Southampton,England,FALSE,data/international_results/results.csv
2002-11-20,Japan,Argentina,0,2,Friendly,Saitama,Japan,FALSE,data/international_results/results.csv
2003-01-31,Honduras,Argentina,1,3,Friendly,San Pedro Sula,Honduras,FALSE,data/international_results/results.csv
2003-02-04,Mexico,Argentina,0,1,Friendly,Los Angeles,United States,TRUE,data/international_results/results.csv
2003-02-08,United States,Argentina,0,1,Friendly,Miami,United States,FALSE,data/international_results/results.csv
2003-02-12,England,Australia,1,3,Friendly,London,England,FALSE,data/international_results/results.csv
2003-02-12,Netherlands,Argentina,1,0,Friendly,Amsterdam,Netherlands,FALSE,data/international_results/results.csv
2003-03-29,Liechtenstein,England,0,2,UEFA Euro qualification,Vaduz,Liechtenstein,FALSE,data/international_results/results.csv
2003-04-02,England,Turkey,2,0,UEFA Euro qualification,Sunderland,England,FALSE,data/international_results/results.csv
2003-04-30,Libya,Argentina,1,3,Friendly,Tripoli,Libya,FALSE,data/international_results/results.csv
2003-05-22,South Africa,England,1,2,Friendly,Durban,South Africa,FALSE,data/international_results/results.csv
2003-06-03,England,Serbia,2,1,Friendly,Leicester,England,FALSE,data/international_results/results.csv
2003-06-08,Japan,Argentina,1,4,Kirin Cup,Osaka,Japan,FALSE,data/international_results/results.csv
2003-06-11,England,Slovakia,2,1,UEFA Euro qualification,Middlesbrough,England,FALSE,data/international_results/results.csv
2003-06-11,South Korea,Argentina,0,1,Friendly,Seoul,South Korea,FALSE,data/international_results/results.csv
2003-07-16,Argentina,Uruguay,2,2,Friendly,La Plata,Argentina,FALSE,data/international_results/results.csv
2003-08-20,Argentina,Uruguay,3,2,Friendly,Florence,Italy,TRUE,data/international_results/results.csv
2003-08-20,England,Croatia,3,1,Friendly,Ipswich,England,FALSE,data/international_results/results.csv
2003-09-06,Argentina,Chile,2,2,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2003-09-06,North Macedonia,England,1,2,UEFA Euro qualification,Skopje,North Macedonia,FALSE,data/international_results/results.csv
