question,source,match_id,date,team_a,team_b,n_prior,predicted_rate,actual,brier_wf,brier_naive
q10_card_before_goal,AFCON2023,3920406,2024-01-21,Zambia,Tanzania,21,0.42857142857142855,0,0.18367346938775508,0.25
q10_card_before_goal,AFCON2023,3920409,2024-01-22,Guinea-Bissau,Nigeria,24,0.375,0,0.140625,0.25
q10_card_before_goal,AFCON2023,3920408,2024-01-22,Equatorial Guinea,Côte d'Ivoire,24,0.375,1,0.390625,0.25
q10_card_before_goal,AFCON2023,3920410,2024-01-22,Mozambique,Ghana,24,0.375,0,0.140625,0.25
q10_card_before_goal,AFCON2023,3920411,2024-01-22,Cape Verde Islands,Egypt,24,0.375,0,0.140625,0.25
q10_card_before_goal,AFCON2023,3920413,2024-01-23,Gambia,Cameroon,28,0.35714285714285715,0,0.12755102040816327,0.25
q10_card_before_goal,AFCON2023,3920412,2024-01-23,Guinea,Senegal,28,0.35714285714285715,1,0.4132653061224489,0.25
q10_card_before_goal,AFCON2023,3920415,2024-01-23,Mauritania,Algeria,28,0.35714285714285715,1,0.4132653061224489,0.25
q10_card_before_goal,AFCON2023,3920414,2024-01-23,Angola,Burkina Faso,28,0.35714285714285715,1,0.4132653061224489,0.25
q10_card_before_goal,AFCON2023,3920417,2024-01-24,Namibia,Mali,32,0.40625,1,0.3525390625,0.25
q10_card_before_goal,AFCON2023,3920416,2024-01-24,South Africa,Tunisia,32,0.40625,0,0.1650390625,0.25
q10_card_before_goal,AFCON2023,3920419,2024-01-24,Zambia,Morocco,32,0.40625,0,0.1650390625,0.25
q10_card_before_goal,AFCON2023,3920418,2024-01-24,Tanzania,Congo DR,32,0.40625,1,0.3525390625,0.25
q10_card_before_goal,AFCON2023,3922237,2024-01-27,Angola,Namibia,36,0.4166666666666667,1,0.3402777777777777,0.25
q10_card_before_goal,AFCON2023,3922238,2024-01-27,Nigeria,Cameroon,36,0.4166666666666667,0,0.17361111111111113,0.25
q10_card_before_goal,AFCON2023,3922240,2024-01-28,Egypt,Congo DR,38,0.42105263157894735,0,0.17728531855955676,0.25
q10_card_before_goal,AFCON2023,3922239,2024-01-28,Equatorial Guinea,Guinea,38,0.42105263157894735,1,0.33518005540166207,0.25
q10_card_before_goal,AFCON2023,3922242,2024-01-29,Senegal,Côte d'Ivoire,40,0.425,0,0.18062499999999998,0.25
q10_card_before_goal,AFCON2023,3922241,2024-01-29,Cape Verde Islands,Mauritania,40,0.425,1,0.33062499999999995,0.25
q10_card_before_goal,AFCON2023,3922244,2024-01-30,Mali,Burkina Faso,42,0.42857142857142855,0,0.18367346938775508,0.25
q10_card_before_goal,AFCON2023,3922243,2024-01-30,Morocco,South Africa,42,0.42857142857142855,1,0.32653061224489793,0.25
q10_card_before_goal,AFCON2023,3922356,2024-02-02,Congo DR,Guinea,44,0.4318181818181818,0,0.18646694214876033,0.25
q10_card_before_goal,AFCON2023,3922321,2024-02-02,Nigeria,Angola,44,0.4318181818181818,0,0.18646694214876033,0.25
q10_card_before_goal,AFCON2023,3922658,2024-02-03,Cape Verde Islands,South Africa,46,0.41304347826086957,1,0.34451795841209826,0.25
q10_card_before_goal,AFCON2023,3922659,2024-02-03,Mali,Côte d'Ivoire,46,0.41304347826086957,1,0.34451795841209826,0.25
q10_card_before_goal,AFCON2023,3922838,2024-02-07,Côte d'Ivoire,Congo DR,48,0.4375,0,0.19140625,0.25
q10_card_before_goal,AFCON2023,3922837,2024-02-07,Nigeria,South Africa,48,0.4375,0,0.19140625,0.25
q10_card_before_goal,AFCON2023,3923880,2024-02-10,South Africa,Congo DR,50,0.42,1,0.3364000000000001,0.25
q10_card_before_goal,AFCON2023,3923881,2024-02-11,Nigeria,Côte d'Ivoire,51,0.43137254901960786,0,0.186082276047674,0.25
q10_card_before_goal,Euro2024,3930158,2024-06-14,Germany,Scotland,52,0.4230769230769231,0,0.17899408284023668,0.25
q10_card_before_goal,Euro2024,3930159,2024-06-15,Hungary,Switzerland,53,0.41509433962264153,1,0.3421146315414738,0.25
q10_card_before_goal,Euro2024,3930160,2024-06-15,Spain,Croatia,53,0.41509433962264153,0,0.17230331078675687,0.25
q10_card_before_goal,Euro2024,3930161,2024-06-15,Italy,Albania,53,0.41509433962264153,0,0.17230331078675687,0.25
q10_card_before_goal,Euro2024,3930163,2024-06-16,Serbia,England,56,0.4107142857142857,0,0.1686862244897959,0.25
q10_card_before_goal,Euro2024,3938637,2024-06-16,Poland,Netherlands,56,0.4107142857142857,1,0.3472576530612245,0.25
q10_card_before_goal,Euro2024,3930162,2024-06-16,Slovenia,Denmark,56,0.4107142857142857,0,0.1686862244897959,0.25
q10_card_before_goal,Euro2024,3938638,2024-06-17,Romania,Ukraine,59,0.4067796610169492,0,0.1654696926170641,0.25
q10_card_before_goal,Euro2024,3930165,2024-06-17,Austria,France,59,0.4067796610169492,1,0.3519103705831657,0.25
q10_card_before_goal,Euro2024,3930164,2024-06-17,Belgium,Slovakia,59,0.4067796610169492,0,0.1654696926170641,0.25
q10_card_before_goal,Euro2024,3930166,2024-06-18,Portugal,Czech Republic,62,0.4032258064516129,1,0.35613943808532783,0.25
q10_card_before_goal,Euro2024,3938639,2024-06-18,Turkey,Georgia,62,0.4032258064516129,0,0.16259105098855356,0.25
q10_card_before_goal,Euro2024,3930169,2024-06-19,Scotland,Switzerland,64,0.40625,0,0.1650390625,0.25
q10_card_before_goal,Euro2024,3930167,2024-06-19,Croatia,Albania,64,0.40625,0,0.1650390625,0.25
q10_card_before_goal,Euro2024,3930168,2024-06-19,Germany,Hungary,64,0.40625,0,0.1650390625,0.25
q10_card_before_goal,Euro2024,3930170,2024-06-20,Slovenia,Serbia,67,0.3880597014925373,1,0.3744709289374025,0.25
q10_card_before_goal,Euro2024,3930171,2024-06-20,Denmark,England,67,0.3880597014925373,0,0.15059033192247717,0.25
q10_card_before_goal,Euro2024,3930172,2024-06-20,Spain,Italy,67,0.3880597014925373,1,0.3744709289374025,0.25
q10_card_before_goal,Euro2024,3938641,2024-06-21,Poland,Austria,70,0.4,0,0.16000000000000003,0.25
q10_card_before_goal,Euro2024,3938640,2024-06-21,Slovakia,Ukraine,70,0.4,0,0.16000000000000003,0.25
q10_card_before_goal,Euro2024,3930173,2024-06-21,Netherlands,France,70,0.4,1,0.36,0.25
q10_card_before_goal,CopaAmerica2024,3939969,2024-06-21,Argentina,Canada,70,0.4,0,0.16000000000000003,0.25
q10_card_before_goal,Euro2024,3938642,2024-06-22,Georgia,Czech Republic,74,0.3918918918918919,1,0.3697954711468225,0.25
q10_card_before_goal,Euro2024,3930174,2024-06-22,Turkey,Portugal,74,0.3918918918918919,0,0.15357925493060628,0.25
q10_card_before_goal,Euro2024,3930175,2024-06-22,Belgium,Romania,74,0.3918918918918919,0,0.15357925493060628,0.25
q10_card_before_goal,CopaAmerica2024,3939970,2024-06-22,Peru,Chile,74,0.3918918918918919,1,0.3697954711468225,0.25
q10_card_before_goal,CopaAmerica2024,3939972,2024-06-22,Ecuador,Venezuela,74,0.3918918918918919,1,0.3697954711468225,0.25
q10_card_before_goal,Euro2024,3930176,2024-06-23,Switzerland,Germany,79,0.4050632911392405,1,0.35394968755007217,0.25
q10_card_before_goal,Euro2024,3930177,2024-06-23,Scotland,Hungary,79,0.4050632911392405,1,0.35394968755007217,0.25
q10_card_before_goal,CopaAmerica2024,3939974,2024-06-23,United States,Bolivia,79,0.4050632911392405,0,0.1640762698285531,0.25
q10_card_before_goal,CopaAmerica2024,3939971,2024-06-23,Mexico,Jamaica,79,0.4050632911392405,0,0.1640762698285531,0.25
q10_card_before_goal,Euro2024,3930178,2024-06-24,Croatia,Italy,83,0.40963855421686746,1,0.34852663666715056,0.25
q10_card_before_goal,Euro2024,3930179,2024-06-24,Albania,Spain,83,0.40963855421686746,0,0.16780374510088547,0.25
q10_card_before_goal,CopaAmerica2024,3939975,2024-06-24,Colombia,Paraguay,83,0.40963855421686746,1,0.34852663666715056,0.25
q10_card_before_goal,CopaAmerica2024,3939973,2024-06-24,Uruguay,Panama,83,0.40963855421686746,0,0.16780374510088547,0.25
q10_card_before_goal,Euro2024,3930181,2024-06-25,England,Slovenia,87,0.41379310344827586,1,0.3436385255648039,0.25
q10_card_before_goal,Euro2024,3938643,2024-06-25,France,Poland,87,0.41379310344827586,1,0.3436385255648039,0.25
q10_card_before_goal,Euro2024,3930180,2024-06-25,Netherlands,Austria,87,0.41379310344827586,0,0.17122473246135553,0.25
q10_card_before_goal,Euro2024,3930182,2024-06-25,Denmark,Serbia,87,0.41379310344827586,1,0.3436385255648039,0.25
q10_card_before_goal,CopaAmerica2024,3939978,2024-06-25,Peru,Canada,87,0.41379310344827586,1,0.3436385255648039,0.25
q10_card_before_goal,CopaAmerica2024,3939976,2024-06-25,Brazil,Costa Rica,87,0.41379310344827586,1,0.3436385255648039,0.25
q10_card_before_goal,Euro2024,3938644,2024-06-26,Georgia,Portugal,93,0.44086021505376344,0,0.19435772921725056,0.25
q10_card_before_goal,Euro2024,3938645,2024-06-26,Ukraine,Belgium,93,0.44086021505376344,1,0.3126372991097236,0.25
q10_card_before_goal,Euro2024,3930184,2024-06-26,Czech Republic,Turkey,93,0.44086021505376344,1,0.3126372991097236,0.25
q10_card_before_goal,Euro2024,3930183,2024-06-26,Slovakia,Romania,93,0.44086021505376344,0,0.19435772921725056,0.25
q10_card_before_goal,CopaAmerica2024,3939980,2024-06-26,Ecuador,Jamaica,93,0.44086021505376344,0,0.19435772921725056,0.25
q10_card_before_goal,CopaAmerica2024,3939977,2024-06-26,Chile,Argentina,93,0.44086021505376344,1,0.3126372991097236,0.25
q10_card_before_goal,CopaAmerica2024,3939979,2024-06-27,Venezuela,Mexico,99,0.4444444444444444,1,0.308641975308642,0.25
q10_card_before_goal,CopaAmerica2024,3939981,2024-06-27,Panama,United States,99,0.4444444444444444,1,0.308641975308642,0.25
q10_card_before_goal,CopaAmerica2024,3939982,2024-06-28,Uruguay,Bolivia,101,0.45544554455445546,0,0.20743064405450448,0.25
q10_card_before_goal,CopaAmerica2024,3939984,2024-06-28,Colombia,Costa Rica,101,0.45544554455445546,1,0.2965395549455936,0.25
q10_card_before_goal,Euro2024,3940983,2024-06-29,Germany,Denmark,103,0.4563106796116505,0,0.20821943632764636,0.25
q10_card_before_goal,Euro2024,3940878,2024-06-29,Switzerland,Italy,103,0.4563106796116505,1,0.2955980771043453,0.25
q10_card_before_goal,CopaAmerica2024,3939983,2024-06-29,Paraguay,Brazil,103,0.4563106796116505,0,0.20821943632764636,0.25
q10_card_before_goal,Euro2024,3941018,2024-06-30,Spain,Georgia,106,0.4528301886792453,0,0.2050551797792809,0.25
q10_card_before_goal,Euro2024,3941017,2024-06-30,England,Slovakia,106,0.4528301886792453,1,0.2993948024207903,0.25
q10_card_before_goal,CopaAmerica2024,3939986,2024-06-30,Argentina,Peru,106,0.4528301886792453,1,0.2993948024207903,0.25
q10_card_before_goal,CopaAmerica2024,3939985,2024-06-30,Canada,Chile,106,0.4528301886792453,1,0.2993948024207903,0.25
q10_card_before_goal,Euro2024,3941019,2024-07-01,France,Belgium,110,0.4636363636363636,1,0.28768595041322315,0.25
q10_card_before_goal,Euro2024,3941020,2024-07-01,Portugal,Slovenia,110,0.4636363636363636,1,0.28768595041322315,0.25
q10_card_before_goal,CopaAmerica2024,3939987,2024-07-01,Jamaica,Venezuela,110,0.4636363636363636,1,0.28768595041322315,0.25
q10_card_before_goal,CopaAmerica2024,3939988,2024-07-01,Mexico,Ecuador,110,0.4636363636363636,1,0.28768595041322315,0.25
q10_card_before_goal,Euro2024,3941022,2024-07-02,Austria,Turkey,114,0.4824561403508772,0,0.2327639273622653,0.25
q10_card_before_goal,Euro2024,3941021,2024-07-02,Romania,Netherlands,114,0.4824561403508772,0,0.2327639273622653,0.25
q10_card_before_goal,CopaAmerica2024,3939990,2024-07-02,United States,Uruguay,114,0.4824561403508772,1,0.267851646660511,0.25
q10_card_before_goal,CopaAmerica2024,3939989,2024-07-02,Bolivia,Panama,114,0.4824561403508772,1,0.267851646660511,0.25
q10_card_before_goal,CopaAmerica2024,3939991,2024-07-03,Brazil,Colombia,118,0.4830508474576271,1,0.26723642631427746,0.25
q10_card_before_goal,CopaAmerica2024,3939992,2024-07-03,Costa Rica,Paraguay,118,0.4830508474576271,0,0.23333812122953174,0.25
q10_card_before_goal,Euro2024,3942349,2024-07-05,Portugal,France,120,0.48333333333333334,1,0.2669444444444444,0.25
q10_card_before_goal,Euro2024,3942226,2024-07-05,Spain,Germany,120,0.48333333333333334,1,0.2669444444444444,0.25
q10_card_before_goal,CopaAmerica2024,3942228,2024-07-05,Argentina,Ecuador,120,0.48333333333333334,1,0.2669444444444444,0.25
q10_card_before_goal,Euro2024,3942227,2024-07-06,England,Switzerland,123,0.4959349593495935,1,0.25408156520589603,0.25
q10_card_before_goal,Euro2024,3942382,2024-07-06,Netherlands,Turkey,123,0.4959349593495935,1,0.25408156520589603,0.25
q10_card_before_goal,CopaAmerica2024,3942416,2024-07-06,Colombia,Panama,123,0.4959349593495935,0,0.24595148390508292,0.25
q10_card_before_goal,CopaAmerica2024,3942229,2024-07-06,Venezuela,Canada,123,0.4959349593495935,0,0.24595148390508292,0.25
q10_card_before_goal,CopaAmerica2024,3942415,2024-07-07,Uruguay,Brazil,127,0.49606299212598426,1,0.2539525079050158,0.25
q10_card_before_goal,Euro2024,3942752,2024-07-09,Spain,France,128,0.5,0,0.25,0.25
q10_card_before_goal,Euro2024,3942819,2024-07-10,Netherlands,England,129,0.49612403100775193,0,0.2461390541433808,0.25
q10_card_before_goal,CopaAmerica2024,3942785,2024-07-10,Argentina,Canada,129,0.49612403100775193,0,0.2461390541433808,0.25
q10_card_before_goal,CopaAmerica2024,3942852,2024-07-11,Uruguay,Colombia,131,0.48854961832061067,1,0.2615814929199931,0.25
q10_card_before_goal,Euro2024,3943043,2024-07-14,Spain,England,132,0.49242424242424243,1,0.25763314967860423,0.25
q10_card_before_goal,CopaAmerica2024,3943076,2024-07-14,Canada,Uruguay,132,0.49242424242424243,1,0.25763314967860423,0.25
q10_card_before_goal,CopaAmerica2024,3943077,2024-07-15,Argentina,Colombia,134,0.5,1,0.25,0.25
q10_card_before_goal,WC2026_ESPN,760415,2026-06-11,Mexico,South Africa,135,0.5037037037037037,0,0.2537174211248285,0.25
q10_card_before_goal,WC2026_ESPN,760414,2026-06-12,South Korea,Czechia,136,0.5,0,0.25,0.25
q10_card_before_goal,WC2026_ESPN,760416,2026-06-12,Canada,Bosnia-Herzegovina,136,0.5,1,0.25,0.25
q10_card_before_goal,WC2026_ESPN,760417,2026-06-13,United States,Paraguay,138,0.5,0,0.25,0.25
q10_card_before_goal,WC2026_ESPN,760419,2026-06-13,Brazil,Morocco,138,0.5,0,0.25,0.25
q10_card_before_goal,WC2026_ESPN,760420,2026-06-13,Qatar,Switzerland,138,0.5,1,0.25,0.25
q10_card_before_goal,WC2026_ESPN,760418,2026-06-14,Haiti,Scotland,141,0.49645390070921985,0,0.24646647552939993,0.25
q10_card_before_goal,WC2026_ESPN,760421,2026-06-14,Australia,Türkiye,141,0.49645390070921985,0,0.24646647552939993,0.25
q10_card_before_goal,WC2026_ESPN,760422,2026-06-14,Germany,Curaçao,141,0.49645390070921985,0,0.24646647552939993,0.25
q10_card_before_goal,WC2026_ESPN,760423,2026-06-14,Ivory Coast,Ecuador,141,0.49645390070921985,1,0.25355867411096017,0.25
q10_card_before_goal,WC2026_ESPN,760425,2026-06-14,Netherlands,Japan,141,0.49645390070921985,0,0.24646647552939993,0.25
q10_card_before_goal,WC2026_ESPN,760428,2026-06-15,Spain,Cape Verde,146,0.4863013698630137,1,0.26388628260461633,0.25
q10_card_before_goal,WC2026_ESPN,760424,2026-06-15,Sweden,Tunisia,146,0.4863013698630137,0,0.23648902233064364,0.25
q10_card_before_goal,WC2026_ESPN,760426,2026-06-15,Belgium,Egypt,146,0.4863013698630137,1,0.26388628260461633,0.25
q10_card_before_goal,WC2026_ESPN,760429,2026-06-15,Saudi Arabia,Uruguay,146,0.4863013698630137,0,0.23648902233064364,0.25
q10_card_before_goal,WC2026_ESPN,760432,2026-06-16,France,Senegal,150,0.4866666666666667,0,0.23684444444444447,0.25
q10_card_before_goal,WC2026_ESPN,760427,2026-06-16,Iran,New Zealand,150,0.4866666666666667,0,0.23684444444444447,0.25
q10_card_before_goal,WC2026_ESPN,760430,2026-06-16,Iraq,Norway,150,0.4866666666666667,0,0.23684444444444447,0.25
q10_card_before_goal,WC2026_ESPN,760431,2026-06-17,Austria,Jordan,153,0.477124183006536,0,0.22764748600965443,0.25
q10_card_before_goal,WC2026_ESPN,760433,2026-06-17,Argentina,Algeria,153,0.477124183006536,0,0.22764748600965443,0.25
q10_card_before_goal,WC2026_ESPN,760434,2026-06-17,Ghana,Panama,153,0.477124183006536,1,0.27339911999658245,0.25
q10_card_before_goal,WC2026_ESPN,760435,2026-06-17,Portugal,Congo DR,153,0.477124183006536,0,0.22764748600965443,0.25
q10_card_before_goal,WC2026_ESPN,760437,2026-06-17,England,Croatia,153,0.477124183006536,0,0.22764748600965443,0.25
q10_card_before_goal,WC2026_ESPN,760436,2026-06-18,Uzbekistan,Colombia,158,0.46835443037974683,1,0.2826470116968434,0.25
q10_card_before_goal,WC2026_ESPN,760438,2026-06-18,Czechia,South Africa,158,0.46835443037974683,0,0.21935587245633711,0.25
q10_card_before_goal,WC2026_ESPN,760439,2026-06-18,Switzerland,Bosnia-Herzegovina,158,0.46835443037974683,1,0.2826470116968434,0.25
q10_card_before_goal,WC2026_ESPN,760440,2026-06-18,Canada,Qatar,158,0.46835443037974683,1,0.2826470116968434,0.25
q10_card_before_goal,WC2026_ESPN,760441,2026-06-19,Mexico,South Korea,162,0.47530864197530864,1,0.27530102118579486,0.25
q10_card_before_goal,WC2026_ESPN,760442,2026-06-19,United States,Australia,162,0.47530864197530864,0,0.22591830513641215,0.25
q10_card_before_goal,WC2026_ESPN,760445,2026-06-19,Scotland,Morocco,162,0.47530864197530864,0,0.22591830513641215,0.25
q10_card_before_goal,WC2026_ESPN,760443,2026-06-20,Türkiye,Paraguay,165,0.4727272727272727,0,0.22347107438016528,0.25
q10_card_before_goal,WC2026_ESPN,760444,2026-06-20,Brazil,Haiti,165,0.4727272727272727,1,0.2780165289256199,0.25
q10_card_before_goal,WC2026_ESPN,760447,2026-06-20,Netherlands,Sweden,165,0.4727272727272727,0,0.22347107438016528,0.25
q10_card_before_goal,WC2026_ESPN,760448,2026-06-20,Germany,Ivory Coast,165,0.4727272727272727,0,0.22347107438016528,0.25
q10_card_before_goal,WC2026_ESPN,760453,2026-06-21,Spain,Saudi Arabia,169,0.46745562130177515,0,0.2185147578866286,0.25
q10_card_before_goal,WC2026_ESPN,760446,2026-06-21,Ecuador,Curaçao,169,0.46745562130177515,1,0.28360351528307837,0.25
q10_card_before_goal,WC2026_ESPN,760449,2026-06-21,Tunisia,Japan,169,0.46745562130177515,0,0.2185147578866286,0.25
q10_card_before_goal,WC2026_ESPN,760450,2026-06-21,Uruguay,Cape Verde,169,0.46745562130177515,1,0.28360351528307837,0.25
q10_card_before_goal,WC2026_ESPN,760451,2026-06-21,Belgium,Iran,169,0.46745562130177515,1,0.28360351528307837,0.25
q10_card_before_goal,WC2026_ESPN,760457,2026-06-22,France,Iraq,174,0.47126436781609193,1,0.2795613687409169,0.25
q10_card_before_goal,WC2026_ESPN,760452,2026-06-22,New Zealand,Egypt,174,0.47126436781609193,0,0.22209010437310078,0.25
q10_card_before_goal,WC2026_ESPN,760456,2026-06-22,Argentina,Austria,174,0.47126436781609193,0,0.22209010437310078,0.25
q10_card_before_goal,WC2026_ESPN,760454,2026-06-23,Norway,Senegal,177,0.4689265536723164,0,0.21989211273899584,0.25
q10_card_before_goal,WC2026_ESPN,760455,2026-06-23,Jordan,Algeria,177,0.4689265536723164,0,0.21989211273899584,0.25
q10_card_before_goal,WC2026_ESPN,760458,2026-06-23,England,Ghana,177,0.4689265536723164,1,0.28203900539436305,0.25
q10_card_before_goal,WC2026_ESPN,760460,2026-06-23,Panama,Croatia,177,0.4689265536723164,0,0.21989211273899584,0.25
q10_card_before_goal,WC2026_ESPN,760461,2026-06-23,Portugal,Uzbekistan,177,0.4689265536723164,0,0.21989211273899584,0.25
q10_card_before_goal,WC2026_ESPN,760459,2026-06-24,Colombia,Congo DR,182,0.46153846153846156,1,0.28994082840236685,0.25
q10_card_before_goal,WC2026_ESPN,760462,2026-06-24,Bosnia-Herzegovina,Qatar,182,0.46153846153846156,0,0.21301775147928997,0.25
q10_card_before_goal,WC2026_ESPN,760463,2026-06-24,Switzerland,Canada,182,0.46153846153846156,1,0.28994082840236685,0.25
q10_card_before_goal,WC2026_ESPN,760464,2026-06-24,Morocco,Haiti,182,0.46153846153846156,0,0.21301775147928997,0.25
q10_card_before_goal,WC2026_ESPN,760465,2026-06-24,Scotland,Brazil,182,0.46153846153846156,0,0.21301775147928997,0.25
q10_card_before_goal,WC2026_ESPN,760466,2026-06-25,South Africa,South Korea,187,0.45989304812834225,0,0.21150161571677772,0.25
q10_card_before_goal,WC2026_ESPN,760467,2026-06-25,Czechia,Mexico,187,0.45989304812834225,0,0.21150161571677772,0.25
q10_card_before_goal,WC2026_ESPN,760468,2026-06-25,Ecuador,Germany,187,0.45989304812834225,0,0.21150161571677772,0.25
q10_card_before_goal,WC2026_ESPN,760471,2026-06-25,Japan,Sweden,187,0.45989304812834225,1,0.29171551946009316,0.25
q10_card_before_goal,WC2026_ESPN,760472,2026-06-25,Tunisia,Netherlands,187,0.45989304812834225,0,0.21150161571677772,0.25
q10_card_before_goal,WC2026_ESPN,760473,2026-06-25,Curaçao,Ivory Coast,187,0.45989304812834225,0,0.21150161571677772,0.25
q10_card_before_goal,WC2026_ESPN,760475,2026-06-26,Norway,France,193,0.45077720207253885,0,0.2032000859083465,0.25
q10_card_before_goal,WC2026_ESPN,760469,2026-06-26,Paraguay,Australia,193,0.45077720207253885,1,0.3016456817632688,0.25
q10_card_before_goal,WC2026_ESPN,760470,2026-06-26,Türkiye,United States,193,0.45077720207253885,0,0.2032000859083465,0.25
q10_card_before_goal,WC2026_ESPN,760474,2026-06-26,Senegal,Iraq,193,0.45077720207253885,0,0.2032000859083465,0.25
q10_card_before_goal,WC2026_ESPN,760479,2026-06-27,Uruguay,Spain,197,0.4467005076142132,0,0.19954134350279576,0.25
q10_card_before_goal,WC2026_ESPN,760476,2026-06-27,Egypt,Iran,197,0.4467005076142132,0,0.19954134350279576,0.25
q10_card_before_goal,WC2026_ESPN,760477,2026-06-27,New Zealand,Belgium,197,0.4467005076142132,0,0.19954134350279576,0.25
q10_card_before_goal,WC2026_ESPN,760478,2026-06-27,Cape Verde,Saudi Arabia,197,0.4467005076142132,1,0.3061403282743693,0.25
q10_card_before_goal,WC2026_ESPN,760480,2026-06-27,Croatia,Ghana,197,0.4467005076142132,0,0.19954134350279576,0.25
q10_card_before_goal,WC2026_ESPN,760481,2026-06-27,Colombia,Portugal,197,0.4467005076142132,1,0.3061403282743693,0.25
q10_card_before_goal,WC2026_ESPN,760482,2026-06-27,Congo DR,Uzbekistan,197,0.4467005076142132,0,0.19954134350279576,0.25
q10_card_before_goal,WC2026_ESPN,760485,2026-06-27,Panama,England,197,0.4467005076142132,1,0.3061403282743693,0.25
q10_card_before_goal,WC2026_ESPN,760483,2026-06-28,Jordan,Argentina,205,0.44390243902439025,1,0.30924449732302206,0.25
q10_card_before_goal,WC2026_ESPN,760484,2026-06-28,Algeria,Austria,205,0.44390243902439025,1,0.30924449732302206,0.25
q10_card_before_goal,WC2026_ESPN,760486,2026-06-28,South Africa,Canada,205,0.44390243902439025,1,0.30924449732302206,0.25
q10_card_before_goal,WC2026_ESPN,760487,2026-06-29,Brazil,Japan,208,0.4519230769230769,1,0.3003883136094675,0.25
q10_card_before_goal,WC2026_ESPN,760489,2026-06-29,Germany,Paraguay,208,0.4519230769230769,0,0.2042344674556213,0.25
q10_card_before_goal,WC2026_ESPN,760492,2026-06-30,France,Sweden,210,0.4523809523809524,0,0.20464852607709752,0.25
q10_card_before_goal,WC2026_ESPN,760488,2026-06-30,Netherlands,Morocco,210,0.4523809523809524,1,0.2998866213151928,0.25
q10_card_before_goal,WC2026_ESPN,760490,2026-06-30,Ivory Coast,Norway,210,0.4523809523809524,0,0.20464852607709752,0.25
q10_card_before_goal,WC2026_ESPN,760491,2026-07-01,Mexico,Ecuador,213,0.4507042253521127,0,0.20313429875024797,0.25
q10_card_before_goal,WC2026_ESPN,760493,2026-07-01,Belgium,Senegal,213,0.4507042253521127,0,0.20313429875024797,0.25
q10_card_before_goal,WC2026_ESPN,760495,2026-07-01,England,Congo DR,213,0.4507042253521127,0,0.20313429875024797,0.25
q10_card_before_goal,WC2026_ESPN,760497,2026-07-02,Spain,Austria,216,0.4444444444444444,0,0.19753086419753085,0.25
q10_card_before_goal,WC2026_ESPN,760494,2026-07-02,United States,Bosnia-Herzegovina,216,0.4444444444444444,0,0.19753086419753085,0.25
q10_card_before_goal,WC2026_ESPN,760496,2026-07-02,Portugal,Croatia,216,0.4444444444444444,1,0.308641975308642,0.25
q10_card_before_goal,WC2026_ESPN,760498,2026-07-03,Switzerland,Algeria,219,0.4429223744292237,0,0.19618022977002145,0.25
q10_card_before_goal,WC2026_ESPN,760499,2026-07-03,Australia,Egypt,219,0.4429223744292237,0,0.19618022977002145,0.25
q10_card_before_goal,WC2026_ESPN,760500,2026-07-03,Argentina,Cape Verde,219,0.4429223744292237,0,0.19618022977002145,0.25
q10_card_before_goal,WC2026_ESPN,760503,2026-07-04,Paraguay,France,222,0.4369369369369369,1,0.31704001298595896,0.25
q10_card_before_goal,WC2026_ESPN,760501,2026-07-04,Colombia,Ghana,222,0.4369369369369369,1,0.31704001298595896,0.25
q10_card_before_goal,WC2026_ESPN,760502,2026-07-04,Canada,Morocco,222,0.4369369369369369,1,0.31704001298595896,0.25
q10_card_before_goal,WC2026_ESPN,760504,2026-07-05,Brazil,Norway,225,0.4444444444444444,0,0.19753086419753085,0.25
q10_card_before_goal,WC2026_ESPN,760506,2026-07-06,Portugal,Spain,226,0.4424778761061947,1,0.31083091863105955,0.25
q10_card_before_goal,WC2026_ESPN,760505,2026-07-06,Mexico,England,226,0.4424778761061947,1,0.31083091863105955,0.25
q10_card_before_goal,WC2026_ESPN,760507,2026-07-07,United States,Belgium,228,0.4473684210526316,0,0.20013850415512466,0.25
q10_card_before_goal,WC2026_ESPN,760508,2026-07-07,Switzerland,Colombia,228,0.4473684210526316,1,0.3054016620498614,0.25
q10_card_before_goal,WC2026_ESPN,760509,2026-07-07,Argentina,Egypt,228,0.4473684210526316,0,0.20013850415512466,0.25
q10_card_before_goal,WC2026_ESPN,760510,2026-07-09,France,Morocco,231,0.4458874458874459,0,0.19881561440002998,0.25
q10_card_before_goal,WC2026_ESPN,760511,2026-07-10,Spain,Belgium,232,0.44396551724137934,0,0.19710538049940549,0.25
q10_card_before_goal,WC2026_ESPN,760512,2026-07-11,Norway,England,233,0.44206008583690987,0,0.19541711949013613,0.25
q10_card_before_goal,WC2026_ESPN,760513,2026-07-12,Argentina,Switzerland,234,0.44017094017094016,0,0.19375045657096937,0.25
